dept_co,dept_nombre,muni_co,muni_nombre,total_votantes,votos_validos,pct_participacion,mesas_total,mesas_escrutadas,votos_AE,votos_IC,votos_Valencia,votos_Fajardo,votos_Lopez,votos_Botero,votos_coalicion_AE,diff_AE_IC,diff_coalicion_IC,pct_AE,pct_IC,pct_Valencia,pct_Fajardo,pct_coalicion,gana_AE,gana_coalicion,ganador,ganador_coalicion
40,ARAUCA,40005,TAME,20113,19696,51.03,120,120,10658,5972,1289,484,118,432,12431,4686,6459,54.11,30.32,6.54,2.46,63.11,1,1,ABELARDO,COALICIÓN AE
40,ARAUCA,40010,ARAUQUITA,14684,14270,40.31,112,112,4931,7671,501,198,79,271,5630,-2740,-2041,34.56,53.76,3.51,1.39,39.45,0,0,CEPEDA,CEPEDA
40,ARAUCA,40015,CRAVO NORTE,1350,1333,36.45,11,11,976,242,49,8,2,16,1033,734,791,73.22,18.15,3.68,0.6,77.49,1,1,ABELARDO,COALICIÓN AE
40,ARAUCA,40017,FORTUL,6393,6189,45.75,42,42,1628,3869,228,88,29,115,1944,-2241,-1925,26.3,62.51,3.68,1.42,31.41,0,0,CEPEDA,CEPEDA
40,ARAUCA,40020,PUERTO RONDON,1591,1575,40.73,12,12,1146,225,123,16,4,23,1285,921,1060,72.76,14.29,7.81,1.02,81.59,1,1,ABELARDO,COALICIÓN AE
40,ARAUCA,40025,SARAVENA,20743,20253,50.1,123,123,8564,8924,954,475,91,466,9993,-360,1069,42.29,44.06,4.71,2.35,49.34,0,1,CEPEDA,COALICIÓN AE
44,CAQUETA,44001,FLORENCIA,79329,78308,57.67,400,400,41108,26756,4237,2590,352,1290,47935,14352,21179,52.5,34.17,5.41,3.31,61.21,1,1,ABELARDO,COALICIÓN AE
44,CAQUETA,44002,ALBANIA,2336,2295,51.71,14,14,1420,594,103,45,14,51,1568,826,974,61.87,25.88,4.49,1.96,68.32,1,1,ABELARDO,COALICIÓN AE
44,CAQUETA,44003,CARTAGENA DEL CHAIRA,13436,12795,54.06,73,73,3953,6593,499,259,117,344,4711,-2640,-1882,30.89,51.53,3.9,2.02,36.82,0,0,CEPEDA,CEPEDA
44,CAQUETA,44004,BELEN DE LOS ANDAQUIES,4336,4239,51.22,26,26,2490,1287,180,44,18,96,2714,1203,1427,58.74,30.36,4.25,1.04,64.02,1,1,ABELARDO,COALICIÓN AE
44,CAQUETA,44005,EL DONCELLO,8280,8099,51.78,49,49,4301,2624,424,170,36,186,4895,1677,2271,53.11,32.4,5.24,2.1,60.44,1,1,ABELARDO,COALICIÓN AE
44,CAQUETA,44006,EL PAUJIL,5899,5764,50.89,34,34,2531,2492,287,71,17,106,2889,39,397,43.91,43.23,4.98,1.23,50.12,1,1,ABELARDO,COALICIÓN AE
44,CAQUETA,44007,LA MONTAÑITA,6259,6151,49.77,38,38,2032,3482,235,83,30,88,2350,-1450,-1132,33.04,56.61,3.82,1.35,38.21,0,0,CEPEDA,CEPEDA
44,CAQUETA,44009,PUERTO RICO,10168,9917,51.15,60,60,4853,3682,489,158,61,188,5500,1171,1818,48.94,37.13,4.93,1.59,55.46,1,1,ABELARDO,COALICIÓN AE
44,CAQUETA,44010,SAN VICENTE DEL CAGUAN,24447,23742,58.18,129,129,9241,11114,1017,370,147,514,10628,-1873,-486,38.92,46.81,4.28,1.56,44.76,0,0,CEPEDA,CEPEDA
44,CAQUETA,44012,CURILLO,2910,2851,37.61,23,23,1475,988,145,39,17,90,1659,487,671,51.74,34.65,5.09,1.37,58.19,1,1,ABELARDO,COALICIÓN AE
44,CAQUETA,44016,MILAN,2571,2538,38.11,22,22,1123,1204,63,24,11,34,1210,-81,6,44.25,47.44,2.48,0.95,47.68,0,1,CEPEDA,COALICIÓN AE
44,CAQUETA,44017,MORELIA,1981,1840,49.83,14,14,1234,386,101,36,11,38,1371,848,985,67.07,20.98,5.49,1.96,74.51,1,1,ABELARDO,COALICIÓN AE
44,CAQUETA,44020,SAN JOSE DEL FRAGUA,5241,5130,48.49,34,34,2568,1930,197,69,24,171,2834,638,904,50.06,37.62,3.84,1.35,55.24,1,1,ABELARDO,COALICIÓN AE
44,CAQUETA,44022,SOLANO,3076,3003,34.62,31,31,729,2005,68,21,14,38,818,-1276,-1187,24.28,66.77,2.26,0.7,27.24,0,0,CEPEDA,CEPEDA
44,CAQUETA,44024,SOLITA,2341,2282,37.91,18,18,1227,744,94,28,7,46,1349,483,605,53.77,32.6,4.12,1.23,59.11,1,1,ABELARDO,COALICIÓN AE
44,CAQUETA,44040,VALPARAISO,2383,2342,42.02,18,18,1498,587,87,41,3,66,1626,911,1039,63.96,25.06,3.71,1.75,69.43,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46001,YOPAL,94609,93390,69.94,401,401,54089,25755,5948,3579,555,1332,63616,28334,37861,57.92,27.58,6.37,3.83,68.12,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46040,AGUAZUL,21094,20581,71.1,88,88,11764,5718,1455,530,90,476,13749,6046,8031,57.16,27.78,7.07,2.58,66.8,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46120,CHAMEZA,1269,1261,68.29,6,6,835,267,88,21,4,21,944,568,677,66.22,21.17,6.98,1.67,74.86,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46320,HATO COROZAL,4808,4761,60.83,33,33,3410,806,340,45,19,38,3795,2604,2989,71.62,16.93,7.14,0.95,79.71,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46480,LA SALINA,389,378,39.69,3,3,109,229,11,3,2,0,123,-120,-106,28.84,60.58,2.91,0.79,32.54,0,0,CEPEDA,CEPEDA
46,CASANARE,46520,MANI,7649,7516,63.44,40,40,4699,1830,455,131,43,137,5285,2869,3455,62.52,24.35,6.05,1.74,70.32,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46540,MONTERREY,8832,8686,69.9,39,39,5339,2032,706,221,34,155,6266,3307,4234,61.47,23.39,8.13,2.54,72.14,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46560,NUNCHIA,4194,4152,63.86,27,27,2990,566,401,35,14,63,3426,2424,2860,72.01,13.63,9.66,0.84,82.51,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46640,OROCUE,5074,4985,56.97,29,29,3199,1241,279,47,15,88,3525,1958,2284,64.17,24.89,5.6,0.94,70.71,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46680,PAZ DE ARIPORO (MORENO),17613,17374,62.28,86,86,11987,3152,1437,236,44,172,13660,8835,10508,68.99,18.14,8.27,1.36,78.62,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46700,PORE,5200,5132,60.67,26,26,3622,847,381,72,19,87,4075,2775,3228,70.58,16.5,7.42,1.4,79.4,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46760,RECETOR,793,781,65.21,5,5,477,187,64,22,3,10,563,290,376,61.08,23.94,8.19,2.82,72.09,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46800,SABANALARGA,2002,1982,71.19,10,10,1371,393,140,33,3,16,1544,978,1151,69.17,19.83,7.06,1.66,77.9,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46815,SACAMA,1102,1087,57.21,6,6,312,621,66,21,4,14,399,-309,-222,28.7,57.13,6.07,1.93,36.71,0,0,CEPEDA,CEPEDA
46,CASANARE,46830,SAN LUIS DE PALENQUE,4243,4201,63.83,24,24,3127,533,315,74,18,44,3516,2594,2983,74.43,12.69,7.5,1.76,83.69,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46840,TAMARA,2669,2627,57.87,18,18,1684,469,330,23,16,24,2037,1215,1568,64.1,17.85,12.56,0.88,77.54,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46850,TAURAMENA,14757,14514,72.72,60,60,9652,3174,664,332,62,288,10648,6478,7474,66.5,21.87,4.57,2.29,73.36,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46865,TRINIDAD,5949,5887,59.9,34,34,4167,946,535,64,20,48,4766,3221,3820,70.78,16.07,9.09,1.09,80.96,1,1,ABELARDO,COALICIÓN AE
46,CASANARE,46880,VILLANUEVA,20257,19647,70.7,85,85,11281,5436,1087,539,111,629,12907,5845,7471,57.42,27.67,5.53,2.74,65.69,1,1,ABELARDO,COALICIÓN AE
48,LA GUAJIRA,48001,RIOHACHA,70779,69900,45.25,471,471,26917,37453,2147,1172,193,391,30236,-10536,-7217,38.51,53.58,3.07,1.68,43.26,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48002,ALBANIA,10030,9887,45.17,65,65,2387,7040,104,75,22,79,2566,-4653,-4474,24.14,71.2,1.05,0.76,25.95,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48004,BARRANCAS,12260,12190,44.81,82,82,3419,8124,281,110,24,53,3810,-4705,-4314,28.05,66.64,2.31,0.9,31.26,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48005,DIBULLA,8879,8789,36.26,74,74,2752,5527,150,71,17,94,2973,-2775,-2554,31.31,62.89,1.71,0.81,33.83,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48006,EL MOLINO,4285,4233,46.53,27,27,1926,2114,73,29,6,20,2028,-188,-86,45.5,49.94,1.72,0.69,47.91,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48007,FONSECA,15163,15065,46.8,99,99,4835,9393,293,173,33,61,5301,-4558,-4092,32.09,62.35,1.94,1.15,35.19,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48008,DISTRACCION,4985,4948,43.02,36,36,1959,2764,80,28,6,29,2067,-805,-697,39.59,55.86,1.62,0.57,41.77,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48009,HATONUEVO,7266,7214,44.28,48,48,1844,5031,99,65,14,35,2008,-3187,-3023,25.56,69.74,1.37,0.9,27.83,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48010,MAICAO,50548,49978,35.59,401,401,20966,25692,1048,599,148,308,22613,-4726,-3079,41.95,51.41,2.1,1.2,45.25,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48011,MANAURE,13466,13180,21.04,190,190,3967,7997,551,104,62,109,4622,-4030,-3375,30.1,60.68,4.18,0.79,35.07,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48012,LA JAGUA DEL PILAR,2586,2556,48.18,16,16,992,1435,43,21,1,15,1056,-443,-379,38.81,56.14,1.68,0.82,41.31,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48013,SAN JUAN DEL CESAR,18906,18711,51.71,114,114,10232,7360,529,162,28,84,10923,2872,3563,54.68,39.34,2.83,0.87,58.38,1,1,ABELARDO,COALICIÓN AE
48,LA GUAJIRA,48016,URIBIA,22886,22269,17.44,385,385,8026,12551,521,148,94,217,8695,-4525,-3856,36.04,56.36,2.34,0.66,39.05,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48018,URUMITA,5345,5310,56.96,28,28,2087,3036,47,41,7,15,2175,-949,-861,39.3,57.18,0.89,0.77,40.96,0,0,CEPEDA,CEPEDA
48,LA GUAJIRA,48020,VILLANUEVA,10080,9962,49.62,59,59,4316,5027,246,148,19,37,4710,-711,-317,43.32,50.46,2.47,1.49,47.28,0,0,CEPEDA,CEPEDA
50,GUAINIA,50001,INIRIDA,9623,9524,34.51,84,84,3351,4926,598,164,88,113,4113,-1575,-813,35.18,51.72,6.28,1.72,43.19,0,0,CEPEDA,CEPEDA
50,GUAINIA,50070,BARRANCOMINAS,1724,1700,31.43,18,18,124,1457,15,10,15,17,149,-1333,-1308,7.29,85.71,0.88,0.59,8.76,0,0,CEPEDA,CEPEDA
50,GUAINIA,50073,CACAHUAL,41,41,15.47,1,1,4,31,1,0,2,0,5,-27,-26,9.76,75.61,2.44,0.0,12.2,0,0,CEPEDA,CEPEDA
50,GUAINIA,50078,LA GUADALUPE,63,63,29.85,1,1,24,25,5,5,2,0,34,-1,9,38.1,39.68,7.94,7.94,53.97,0,1,CEPEDA,COALICIÓN AE
50,GUAINIA,50083,MORICHAL (MORICHAL NUEVO),56,56,23.52,1,1,4,43,7,1,0,0,12,-39,-31,7.14,76.79,12.5,1.79,21.43,0,0,CEPEDA,CEPEDA
50,GUAINIA,50087,PANA PANA (CAMPO ALEGRE),247,246,39.58,4,4,36,144,39,3,4,1,78,-108,-66,14.63,58.54,15.85,1.22,31.71,0,0,CEPEDA,CEPEDA
50,GUAINIA,50090,PUERTO COLOMBIA,226,226,17.73,5,5,115,88,10,3,1,1,128,27,40,50.88,38.94,4.42,1.33,56.64,1,1,ABELARDO,COALICIÓN AE
50,GUAINIA,50092,SAN FELIPE,154,153,16.64,3,3,64,64,13,2,0,2,79,0,15,41.83,41.83,8.5,1.31,51.63,0,1,CEPEDA,COALICIÓN AE
52,META,52001,VILLAVICENCIO,260921,258018,64.41,1182,1182,136730,78547,20462,11253,1691,4433,168445,58183,89898,52.99,30.44,7.93,4.36,65.28,1,1,ABELARDO,COALICIÓN AE
52,META,52005,ACACIAS,59158,57447,75.01,229,229,30711,17424,3765,2025,434,1613,36501,13287,19077,53.46,30.33,6.55,3.52,63.54,1,1,ABELARDO,COALICIÓN AE
52,META,52006,BARRANCA DE UPIA,3711,3611,63.05,19,19,1818,1226,280,55,15,121,2153,592,927,50.35,33.95,7.75,1.52,59.62,1,1,ABELARDO,COALICIÓN AE
52,META,52008,CABUYARO,4255,4160,65.94,20,20,2468,1065,280,57,7,157,2805,1403,1740,59.33,25.6,6.73,1.37,67.43,1,1,ABELARDO,COALICIÓN AE
52,META,52010,CASTILLA LA NUEVA,10159,9888,75.57,40,40,5026,3122,763,270,69,379,6059,1904,2937,50.83,31.57,7.72,2.73,61.28,1,1,ABELARDO,COALICIÓN AE
52,META,52015,CUBARRAL,3933,3904,67.13,17,17,2654,740,320,65,11,51,3039,1914,2299,67.98,18.95,8.2,1.66,77.84,1,1,ABELARDO,COALICIÓN AE
52,META,52020,CUMARAL,13359,13168,67.02,63,63,7338,3842,988,378,58,273,8704,3496,4862,55.73,29.18,7.5,2.87,66.1,1,1,ABELARDO,COALICIÓN AE
52,META,52025,EL CALVARIO,774,769,52.15,7,7,527,87,111,20,2,9,658,440,571,68.53,11.31,14.43,2.6,85.57,1,1,ABELARDO,COALICIÓN AE
52,META,52027,EL CASTILLO,3468,3401,54.7,20,20,1496,1529,158,37,13,61,1691,-33,162,43.99,44.96,4.65,1.09,49.72,0,1,CEPEDA,COALICIÓN AE
52,META,52028,EL DORADO,2601,2564,66.18,13,13,1652,547,253,36,8,29,1941,1105,1394,64.43,21.33,9.87,1.4,75.7,1,1,ABELARDO,COALICIÓN AE
52,META,52030,FUENTE DE ORO,5889,5758,58.56,31,31,3214,1842,301,82,22,159,3597,1372,1755,55.82,31.99,5.23,1.42,62.47,1,1,ABELARDO,COALICIÓN AE
52,META,52035,GRANADA,36192,35468,59.78,175,175,19393,11123,2036,871,200,924,22300,8270,11177,54.68,31.36,5.74,2.46,62.87,1,1,ABELARDO,COALICIÓN AE
52,META,52040,GUAMAL,10453,10270,75.07,40,40,6331,2443,680,302,53,269,7313,3888,4870,61.65,23.79,6.62,2.94,71.21,1,1,ABELARDO,COALICIÓN AE
52,META,52041,LA MACARENA,7367,7112,61.16,37,37,2132,4053,200,81,56,186,2413,-1921,-1640,29.98,56.99,2.81,1.14,33.93,0,0,CEPEDA,CEPEDA
52,META,52042,LEJANIAS,5201,5082,57.58,28,28,3018,1358,347,91,19,117,3456,1660,2098,59.39,26.72,6.83,1.79,68.0,1,1,ABELARDO,COALICIÓN AE
52,META,52043,PUERTO GAITAN,35895,34430,62.36,174,174,14580,15043,1030,697,185,1586,16307,-463,1264,42.35,43.69,2.99,2.02,47.36,0,1,CEPEDA,COALICIÓN AE
52,META,52044,MESETAS,5332,5224,56.89,28,28,2060,2625,168,61,30,104,2289,-565,-336,39.43,50.25,3.22,1.17,43.82,0,0,CEPEDA,CEPEDA
52,META,52045,PUERTO LOPEZ,16159,15806,61.31,81,81,8631,4893,1077,313,65,426,10021,3738,5128,54.61,30.96,6.81,1.98,63.4,1,1,ABELARDO,COALICIÓN AE
52,META,52046,MAPIRIPAN,2751,2670,44.55,22,22,1260,1211,67,17,6,52,1344,49,133,47.19,45.36,2.51,0.64,50.34,1,1,ABELARDO,COALICIÓN AE
52,META,52047,PUERTO CONCORDIA,3651,3555,48.94,22,22,1726,1359,185,39,22,115,1950,367,591,48.55,38.23,5.2,1.1,54.85,1,1,ABELARDO,COALICIÓN AE
52,META,52048,PUERTO LLERAS,3868,3813,53.05,24,24,2259,1079,214,53,12,107,2526,1180,1447,59.24,28.3,5.61,1.39,66.25,1,1,ABELARDO,COALICIÓN AE
52,META,52049,PUERTO RICO,5049,4892,51.85,30,30,1987,2214,268,55,38,144,2310,-227,96,40.62,45.26,5.48,1.12,47.22,0,1,CEPEDA,COALICIÓN AE
52,META,52050,RESTREPO,11725,11625,63.34,53,53,6950,3030,851,409,54,157,8210,3920,5180,59.78,26.06,7.32,3.52,70.62,1,1,ABELARDO,COALICIÓN AE
52,META,52055,SAN CARLOS DE GUAROA,6174,6038,62.37,31,31,3223,1974,355,88,29,207,3666,1249,1692,53.38,32.69,5.88,1.46,60.72,1,1,ABELARDO,COALICIÓN AE
52,META,52058,SAN JUAN DE ARAMA,3620,3570,56.69,21,21,1682,1376,304,40,16,61,2026,306,650,47.11,38.54,8.52,1.12,56.75,1,1,ABELARDO,COALICIÓN AE
52,META,52059,SAN JUANITO,737,728,54.27,7,7,522,112,42,11,3,18,575,410,463,71.7,15.38,5.77,1.51,78.98,1,1,ABELARDO,COALICIÓN AE
52,META,52060,SAN MARTIN DE LOS LLANOS,11784,11565,61.82,59,59,6590,3202,768,240,60,401,7598,3388,4396,56.98,27.69,6.64,2.08,65.7,1,1,ABELARDO,COALICIÓN AE
52,META,52074,URIBE,5040,4962,66.14,23,23,442,4282,61,36,10,41,539,-3840,-3743,8.91,86.3,1.23,0.73,10.86,0,0,CEPEDA,CEPEDA
52,META,52080,VISTA HERMOSA,7729,7495,53.52,47,47,3670,2894,372,86,48,164,4128,776,1234,48.97,38.61,4.96,1.15,55.08,1,1,ABELARDO,COALICIÓN AE
54,GUAVIARE,54001,SAN JOSE DEL GUAVIARE,25927,25271,53.65,150,150,12040,9150,1588,676,217,544,14304,2890,5154,47.64,36.21,6.28,2.68,56.6,1,1,ABELARDO,COALICIÓN AE
54,GUAVIARE,54003,CALAMAR,3161,3080,43.52,23,23,1198,1434,122,57,28,81,1377,-236,-57,38.9,46.56,3.96,1.85,44.71,0,0,CEPEDA,CEPEDA
54,GUAVIARE,54007,EL RETORNO,4703,4593,46.79,33,33,2609,1305,266,87,37,110,2962,1304,1657,56.8,28.41,5.79,1.89,64.49,1,1,ABELARDO,COALICIÓN AE
54,GUAVIARE,54012,MIRAFLORES,1160,1130,31.64,15,15,213,788,40,15,16,19,268,-575,-520,18.85,69.73,3.54,1.33,23.72,0,0,CEPEDA,CEPEDA
56,SAN ANDRES,56001,SAN ANDRES,16896,16787,34.52,142,142,7404,7346,694,511,64,48,8609,58,1263,44.11,43.76,4.13,3.04,51.28,1,1,ABELARDO,COALICIÓN AE
56,SAN ANDRES,56004,PROVIDENCIA,1221,1213,25.19,14,14,389,590,132,24,6,4,545,-201,-45,32.07,48.64,10.88,1.98,44.93,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60001,LETICIA,20991,20715,46.41,134,134,7328,10415,1414,476,187,303,9218,-3087,-1197,35.38,50.28,6.83,2.3,44.5,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60007,PUERTO NARIÑO,2243,2204,43.36,17,17,327,1629,112,9,19,24,448,-1302,-1181,14.84,73.91,5.08,0.41,20.33,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60010,EL ENCANTO,271,270,35.65,3,3,37,216,8,1,3,0,46,-179,-170,13.7,80.0,2.96,0.37,17.04,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60013,LA CHORRERA,587,585,51.85,4,4,25,544,12,0,1,1,37,-519,-507,4.27,92.99,2.05,0.0,6.32,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60016,LA PEDRERA,405,400,30.04,4,4,49,327,7,3,3,1,59,-278,-268,12.25,81.75,1.75,0.75,14.75,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60017,LA VICTORIA,29,29,38.66,1,1,0,28,0,0,0,0,0,-28,-28,0.0,96.55,0.0,0.0,0.0,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60019,MIRITI PARANA,96,96,17.14,3,3,4,89,1,0,0,0,5,-85,-84,4.17,92.71,1.04,0.0,5.21,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60021,PUERTO SANTANDER,133,132,23.25,2,2,19,93,14,2,2,0,35,-74,-58,14.39,70.45,10.61,1.52,26.52,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60022,TARAPACA,500,494,31.11,5,5,69,356,16,3,2,12,88,-287,-268,13.97,72.06,3.24,0.61,17.81,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60030,PUERTO ALEGRIA,112,112,38.75,1,1,14,94,3,0,0,0,17,-80,-77,12.5,83.93,2.68,0.0,15.18,0,0,CEPEDA,CEPEDA
60,AMAZONAS,60040,PUERTO ARICA,190,190,35.51,2,2,15,163,9,0,1,0,24,-148,-139,7.89,85.79,4.74,0.0,12.63,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64001,MOCOA,25252,25001,58.21,134,134,5426,17187,1099,493,86,213,7018,-11761,-10169,21.7,68.75,4.4,1.97,28.07,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64002,PUERTO ASIS,26863,26197,50.12,160,160,5145,18004,855,501,152,483,6501,-12859,-11503,19.64,68.73,3.26,1.91,24.82,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64004,PUERTO LEGUIZAMO,5532,5422,35.18,50,50,1978,2867,185,90,28,72,2253,-889,-614,36.48,52.88,3.41,1.66,41.55,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64007,COLON,2870,2848,60.62,14,14,663,1878,184,39,10,14,886,-1215,-992,23.28,65.94,6.46,1.37,31.11,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64013,SAN FRANCISCO,2933,2903,60.56,15,15,698,1851,208,51,8,13,957,-1153,-894,24.04,63.76,7.17,1.76,32.97,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64016,SANTIAGO,3702,3655,55.13,19,19,646,2767,107,34,10,23,787,-2121,-1980,17.67,75.7,2.93,0.93,21.53,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64018,SAN MIGUEL (LA DORADA),7353,7211,46.18,51,51,698,5752,192,109,35,133,999,-5054,-4753,9.68,79.77,2.66,1.51,13.85,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64019,SIBUNDOY,7266,7196,63.97,33,33,1467,5006,381,123,34,33,1971,-3539,-3035,20.39,69.57,5.29,1.71,27.39,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64023,ORITO,16064,15852,50.4,98,98,1925,12783,340,215,60,204,2480,-10858,-10303,12.14,80.64,2.14,1.36,15.64,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64025,PUERTO GUZMAN,5417,5297,42.11,44,44,1159,3573,161,47,37,86,1367,-2414,-2206,21.88,67.45,3.04,0.89,25.81,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64026,PUERTO CAICEDO,4914,4806,45.47,34,34,795,3513,165,79,24,70,1039,-2718,-2474,16.54,73.1,3.43,1.64,21.62,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64028,VALLE DEL GUAMUEZ (LA HORMIGA),15293,15068,50.22,93,93,1768,12120,187,190,53,192,2145,-10352,-9975,11.73,80.44,1.24,1.26,14.24,0,0,CEPEDA,CEPEDA
64,PUTUMAYO,64030,VILLAGARZON,11035,10845,52.04,64,64,2719,7115,350,160,45,161,3229,-4396,-3886,25.07,65.61,3.23,1.48,29.77,0,0,CEPEDA,CEPEDA
68,VAUPES,68001,MITU,7511,7450,37.56,64,64,1206,5531,291,121,52,39,1618,-4325,-3913,16.19,74.24,3.91,1.62,21.72,0,0,CEPEDA,CEPEDA
68,VAUPES,68004,CARURU,541,535,31.03,6,6,57,413,24,8,7,9,89,-356,-324,10.65,77.2,4.49,1.5,16.64,0,0,CEPEDA,CEPEDA
68,VAUPES,68010,MORICHAL (PAPUNAGUA),85,85,45.69,2,2,17,61,0,1,2,0,18,-44,-43,20.0,71.76,0.0,1.18,21.18,0,0,CEPEDA,CEPEDA
68,VAUPES,68013,BUENOS AIRES (PACOA),356,353,28.41,6,6,7,330,3,3,3,1,13,-323,-317,1.98,93.48,0.85,0.85,3.68,0,0,CEPEDA,CEPEDA
68,VAUPES,68017,TARAIRA,406,402,21.64,6,6,85,278,14,11,3,2,110,-193,-168,21.14,69.15,3.48,2.74,27.36,0,0,CEPEDA,CEPEDA
68,VAUPES,68022,YAVARATE,355,353,33.52,4,4,7,319,12,3,2,1,22,-312,-297,1.98,90.37,3.4,0.85,6.23,0,0,CEPEDA,CEPEDA
72,VICHADA,72001,PUERTO CARREÑO,8568,8443,40.34,66,66,4399,2767,614,176,48,158,5189,1632,2422,52.1,32.77,7.27,2.08,61.46,1,1,ABELARDO,COALICIÓN AE
72,VICHADA,72002,SANTA ROSALIA,1658,1640,47.96,12,12,1206,289,73,7,10,25,1286,917,997,73.54,17.62,4.45,0.43,78.41,1,1,ABELARDO,COALICIÓN AE
72,VICHADA,72006,CUMARIBO,7857,7756,31.05,93,93,1230,6066,132,44,28,82,1406,-4836,-4660,15.86,78.21,1.7,0.57,18.13,0,0,CEPEDA,CEPEDA
72,VICHADA,72008,LA PRIMAVERA,3488,3468,47.37,26,26,2499,647,135,66,6,47,2700,1852,2053,72.06,18.66,3.89,1.9,77.85,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88115,GHANA,45,45,59.21,8,8,16,21,4,2,2,0,22,-5,1,35.56,46.67,8.89,4.44,48.89,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88120,ALEMANIA,12005,11994,57.44,54,54,2500,5649,1464,1843,362,14,5807,-3149,158,20.84,47.1,12.21,15.37,48.42,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88130,ARGELIA,8,8,36.36,7,7,2,2,0,4,0,0,6,0,4,25.0,25.0,0.0,50.0,75.0,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88135,AZERBAIYAN,22,22,64.7,7,7,3,11,4,3,1,0,10,-8,-1,13.64,50.0,18.18,13.64,45.45,0,0,CEPEDA,CEPEDA
88,CONSULADOS,88140,CURAZAO,1191,1184,40.59,11,11,801,293,38,25,4,9,864,508,571,67.65,24.75,3.21,2.11,72.97,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88155,ARGENTINA,10374,10356,48.39,56,56,3817,4499,908,779,170,13,5504,-682,1005,36.86,43.44,8.77,7.52,53.15,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88160,ARUBA,3515,3505,49.61,23,23,2377,773,203,67,24,30,2647,1604,1874,67.82,22.05,5.79,1.91,75.52,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88165,AUSTRALIA,20296,20274,63.18,72,72,6933,8565,1431,2580,376,49,10944,-1632,2379,34.2,42.25,7.06,12.73,53.98,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88170,AUSTRIA,1640,1640,57.48,11,11,416,802,161,189,45,0,766,-386,-36,25.37,48.9,9.82,11.52,46.71,0,0,CEPEDA,CEPEDA
88,CONSULADOS,88190,BELGICA,2656,2655,52.55,16,16,801,1161,350,236,64,7,1387,-360,226,30.17,43.73,13.18,8.89,52.24,0,1,CEPEDA,COALICIÓN AE
