dept_co,dept_nombre,muni_co,muni_nombre,total_votantes,votos_validos,pct_participacion,mesas_total,mesas_escrutadas,votos_AE,votos_IC,votos_Valencia,votos_Fajardo,votos_Lopez,votos_Botero,votos_coalicion_AE,diff_AE_IC,diff_coalicion_IC,pct_AE,pct_IC,pct_Valencia,pct_Fajardo,pct_coalicion,gana_AE,gana_coalicion,ganador,ganador_coalicion
23,NARIÑO,23118,SANDONA,10528,10364,60.6,54,54,2596,6899,325,202,53,56,3123,-4303,-3776,25.05,66.57,3.14,1.95,30.13,0,0,CEPEDA,CEPEDA
23,NARIÑO,23120,SAN BERNARDO,4209,4150,61.18,20,20,1578,2020,309,59,13,14,1946,-442,-74,38.02,48.67,7.45,1.42,46.89,0,0,CEPEDA,CEPEDA
23,NARIÑO,23121,SAN LORENZO,8275,7999,61.03,41,41,2213,4428,798,98,71,82,3109,-2215,-1319,27.67,55.36,9.98,1.23,38.87,0,0,CEPEDA,CEPEDA
23,NARIÑO,23123,SAN PEDRO DE CARTAGO,3222,3159,54.26,19,19,1382,1193,390,39,14,24,1811,189,618,43.75,37.77,12.35,1.23,57.33,1,1,ABELARDO,COALICIÓN AE
23,NARIÑO,23124,SAN PABLO,7177,7037,60.31,40,40,955,5664,150,61,20,36,1166,-4709,-4498,13.57,80.49,2.13,0.87,16.57,0,0,CEPEDA,CEPEDA
23,NARIÑO,23125,SANTA BARBARA (ISCUANDE),2983,2952,37.0,29,29,204,2558,68,6,17,25,278,-2354,-2280,6.91,86.65,2.3,0.2,9.42,0,0,CEPEDA,CEPEDA
23,NARIÑO,23127,SANTACRUZ (GUACHAVES),3959,3907,48.87,29,29,446,3204,79,48,12,23,573,-2758,-2631,11.42,82.01,2.02,1.23,14.67,0,0,CEPEDA,CEPEDA
23,NARIÑO,23130,SAPUYES,3608,3567,60.72,19,19,876,2382,199,34,14,12,1109,-1506,-1273,24.56,66.78,5.58,0.95,31.09,0,0,CEPEDA,CEPEDA
23,NARIÑO,23133,TAMINANGO,8905,8814,64.15,44,44,1302,7045,179,48,22,38,1529,-5743,-5516,14.77,79.93,2.03,0.54,17.35,0,0,CEPEDA,CEPEDA
23,NARIÑO,23136,TANGUA,5933,5862,57.5,36,36,1371,4032,214,81,45,24,1666,-2661,-2366,23.39,68.78,3.65,1.38,28.42,0,0,CEPEDA,CEPEDA
23,NARIÑO,23139,TUMACO,55220,54250,38.43,521,521,7156,41334,3245,480,262,315,10881,-34178,-30453,13.19,76.19,5.98,0.88,20.06,0,0,CEPEDA,CEPEDA
23,NARIÑO,23142,TUQUERRES,20713,20286,57.32,115,115,3078,15394,930,276,94,51,4284,-12316,-11110,15.17,75.88,4.58,1.36,21.12,0,0,CEPEDA,CEPEDA
23,NARIÑO,23145,YACUANQUER,6022,5891,65.72,28,28,1236,4194,201,73,36,28,1510,-2958,-2684,20.98,71.19,3.41,1.24,25.63,0,0,CEPEDA,CEPEDA
24,RISARALDA,24001,PEREIRA,278066,273599,60.04,1324,1324,124834,96694,23342,15624,2816,3181,163800,28140,67106,45.63,35.34,8.53,5.71,59.87,1,1,ABELARDO,COALICIÓN AE
24,RISARALDA,24008,APIA,5648,5513,52.55,35,35,2667,1292,974,184,47,165,3825,1375,2533,48.38,23.44,17.67,3.34,69.38,1,1,ABELARDO,COALICIÓN AE
24,RISARALDA,24013,BALBOA,3040,2968,51.61,19,19,1410,978,312,92,23,51,1814,432,836,47.51,32.95,10.51,3.1,61.12,1,1,ABELARDO,COALICIÓN AE
24,RISARALDA,24021,BELEN DE UMBRIA,11471,11159,50.7,69,69,5737,2824,1534,289,98,247,7560,2913,4736,51.41,25.31,13.75,2.59,67.75,1,1,ABELARDO,COALICIÓN AE
24,RISARALDA,24025,DOSQUEBRADAS,109892,107908,60.57,527,527,46881,40698,8388,6245,1230,1493,61514,6183,20816,43.45,37.72,7.77,5.79,57.01,1,1,ABELARDO,COALICIÓN AE
24,RISARALDA,24029,GUATICA,5912,5760,54.52,32,32,2805,1532,908,190,36,85,3903,1273,2371,48.7,26.6,15.76,3.3,67.76,1,1,ABELARDO,COALICIÓN AE
24,RISARALDA,24038,LA CELIA,3567,3486,52.81,20,20,1806,896,521,73,16,68,2400,910,1504,51.81,25.7,14.95,2.09,68.85,1,1,ABELARDO,COALICIÓN AE
24,RISARALDA,24046,LA VIRGINIA,17328,16860,50.86,97,97,6093,7601,1457,552,113,397,8102,-1508,501,36.14,45.08,8.64,3.27,48.05,0,1,CEPEDA,COALICIÓN AE
24,RISARALDA,24054,MARSELLA,8213,8004,52.4,48,48,3818,2757,803,190,51,126,4811,1061,2054,47.7,34.45,10.03,2.37,60.11,1,1,ABELARDO,COALICIÓN AE
24,RISARALDA,24062,MISTRATO,6337,6159,49.68,40,40,1887,3196,573,125,55,142,2585,-1309,-611,30.64,51.89,9.3,2.03,41.97,0,0,CEPEDA,CEPEDA
24,RISARALDA,24070,PUEBLO RICO,5599,5504,45.86,37,37,1410,3513,349,48,20,54,1807,-2103,-1706,25.62,63.83,6.34,0.87,32.83,0,0,CEPEDA,CEPEDA
24,RISARALDA,24078,QUINCHIA,11817,11360,54.71,65,65,3278,5952,1011,305,102,177,4594,-2674,-1358,28.86,52.39,8.9,2.68,40.44,0,0,CEPEDA,CEPEDA
24,RISARALDA,24086,SANTA ROSA DE CABAL,43151,42184,62.17,201,201,20631,13099,3702,2388,387,657,26721,7532,13622,48.91,31.05,8.78,5.66,63.34,1,1,ABELARDO,COALICIÓN AE
24,RISARALDA,24094,SANTUARIO,5638,5477,47.74,37,37,3020,1236,687,169,47,101,3876,1784,2640,55.14,22.57,12.54,3.09,70.77,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25001,CUCUTA,373636,370744,57.41,1862,1862,267412,56294,17339,17133,1234,5887,301884,211118,245590,72.13,15.18,4.68,4.62,81.43,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25004,ABREGO,13529,13414,53.03,87,87,10215,1963,510,302,20,178,11027,8252,9064,76.15,14.63,3.8,2.25,82.21,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25007,ARBOLEDAS,4880,4841,62.43,26,26,3650,377,603,63,9,73,4316,3273,3939,75.4,7.79,12.46,1.3,89.16,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25010,BOCHALEMA,5096,5067,58.86,28,28,3973,569,235,127,12,77,4335,3404,3766,78.41,11.23,4.64,2.51,85.55,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25013,BUCARASICA,2740,2713,60.18,15,15,2346,124,118,32,11,33,2496,2222,2372,86.47,4.57,4.35,1.18,92.0,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25016,CACOTA,1594,1577,59.32,9,9,1226,178,84,42,2,10,1352,1048,1174,77.74,11.29,5.33,2.66,85.73,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25019,CACHIRA,4677,4653,61.8,28,28,3885,342,295,31,8,54,4211,3543,3869,83.49,7.35,6.34,0.67,90.5,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25022,CONVENCION,6391,6290,38.4,55,55,3082,2594,197,132,14,87,3411,488,817,49.0,41.24,3.13,2.1,54.23,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25025,CUCUTILLA,4376,4329,61.52,22,22,3403,340,379,63,23,38,3845,3063,3505,78.61,7.85,8.75,1.46,88.82,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25028,CHINACOTA,10058,9971,62.7,48,48,7401,1455,471,314,33,134,8186,5946,6731,74.23,14.59,4.72,3.15,82.1,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25031,CHITAGA,5478,5414,59.21,30,30,4114,480,457,168,11,70,4739,3634,4259,75.99,8.87,8.44,3.1,87.53,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25034,DURANIA,3050,3030,43.62,22,22,2251,311,297,78,10,39,2626,1940,2315,74.29,10.26,9.8,2.57,86.67,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25036,EL TARRA,6512,6398,39.87,51,51,1275,4640,71,89,20,100,1435,-3365,-3205,19.93,72.52,1.11,1.39,22.43,0,0,CEPEDA,CEPEDA
25,NORTE DE SAN,25037,EL CARMEN,5230,5179,45.84,45,45,3372,1468,104,106,11,62,3582,1904,2114,65.11,28.35,2.01,2.05,69.16,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25038,EL ZULIA,14983,14826,58.68,77,77,11657,1716,530,311,38,348,12498,9941,10782,78.63,11.57,3.57,2.1,84.3,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25040,GRAMALOTE,3685,3666,63.84,18,18,2923,277,294,89,12,39,3306,2646,3029,79.73,7.56,8.02,2.43,90.18,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25043,HACARI,3259,3212,39.32,27,27,955,2076,37,30,7,46,1022,-1121,-1054,29.73,64.63,1.15,0.93,31.82,0,0,CEPEDA,CEPEDA
25,NORTE DE SAN,25046,HERRAN,1825,1815,35.72,16,16,1540,76,120,39,4,17,1699,1464,1623,84.85,4.19,6.61,2.15,93.61,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25049,LABATECA,3169,3156,56.67,17,17,2640,290,129,40,7,17,2809,2350,2519,83.65,9.19,4.09,1.27,89.01,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25051,LA ESPERANZA,5690,5625,54.19,36,36,3797,1232,193,76,10,219,4066,2565,2834,67.5,21.9,3.43,1.35,72.28,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25052,LA PLAYA,3010,2980,42.24,22,22,2204,536,90,47,9,37,2341,1668,1805,73.96,17.99,3.02,1.58,78.56,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25054,LOS PATIOS,46460,46168,55.4,246,246,33470,6987,2122,2123,182,663,37715,26483,30728,72.5,15.13,4.6,4.6,81.69,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25055,LOURDES,2393,2379,62.75,11,11,1973,120,168,55,7,22,2196,1853,2076,82.93,5.04,7.06,2.31,92.31,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25058,MUTISCUA,2114,2105,63.04,10,10,1765,120,141,23,0,24,1929,1645,1809,83.85,5.7,6.7,1.09,91.64,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25061,OCAÑA,56251,55721,62.22,269,269,37018,13256,1630,2219,126,483,40867,23762,27611,66.43,23.79,2.93,3.98,73.34,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25064,PAMPLONA,29627,29249,60.3,145,145,16850,7507,1717,1975,197,273,20542,9343,13035,57.61,25.67,5.87,6.75,70.23,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25067,PAMPLONITA,3292,3257,72.55,13,13,2471,294,263,104,11,44,2838,2177,2544,75.87,9.03,8.07,3.19,87.14,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25069,PUERTO SANTANDER,3687,3646,17.3,62,62,2829,473,102,77,16,90,3008,2356,2535,77.59,12.97,2.8,2.11,82.5,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25070,RAGONVALIA,2934,2905,29.21,30,30,2417,185,180,55,4,25,2652,2232,2467,83.2,6.37,6.2,1.89,91.29,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25073,SALAZAR,5639,5598,55.75,34,34,4599,464,253,109,10,98,4961,4135,4497,82.15,8.29,4.52,1.95,88.62,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25076,SAN CALIXTO,3635,3588,42.16,33,33,441,2998,36,28,4,18,505,-2557,-2493,12.29,83.56,1.0,0.78,14.07,0,0,CEPEDA,CEPEDA
25,NORTE DE SAN,25079,SAN CAYETANO,4915,4880,48.21,31,31,3824,623,140,134,7,104,4098,3201,3475,78.36,12.77,2.87,2.75,83.98,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25082,SANTIAGO,2150,2142,40.96,16,16,1629,255,130,42,7,52,1801,1374,1546,76.05,11.9,6.07,1.96,84.08,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25085,SARDINATA,10734,10643,52.37,72,72,8716,947,417,165,21,211,9298,7769,8351,81.89,8.9,3.92,1.55,87.36,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25088,SILOS,3032,3022,63.52,16,16,2628,120,166,46,3,19,2840,2508,2720,86.96,3.97,5.49,1.52,93.98,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25091,TEORAMA,5433,5355,44.37,40,40,905,4117,81,53,8,52,1039,-3212,-3078,16.9,76.88,1.51,0.99,19.4,0,0,CEPEDA,CEPEDA
25,NORTE DE SAN,25093,TIBU,19240,18766,42.12,138,138,9958,6001,676,290,107,915,10924,3957,4923,53.06,31.98,3.6,1.55,58.21,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25094,TOLEDO,7846,7751,59.47,43,43,6179,771,359,193,25,84,6731,5408,5960,79.72,9.95,4.63,2.49,86.84,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25097,VILLA CARO,2363,2349,57.34,13,13,2030,162,74,43,3,14,2147,1868,1985,86.42,6.9,3.15,1.83,91.4,1,1,ABELARDO,COALICIÓN AE
25,NORTE DE SAN,25100,VILLA DEL ROSARIO,47103,46776,43.34,316,316,36138,5353,2111,1711,155,661,39960,30785,34607,77.26,11.44,4.51,3.66,85.43,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26001,ARMENIA,171970,169637,61.14,806,806,84364,53484,14209,10696,1382,1678,109269,30880,55785,49.73,31.53,8.38,6.31,64.41,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26005,BUENAVISTA,1550,1528,57.87,8,8,815,472,148,50,7,16,1013,343,541,53.34,30.89,9.69,3.27,66.3,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26010,CALARCA,37418,36603,59.17,183,183,17276,11800,3976,1659,332,526,22911,5476,11111,47.2,32.24,10.86,4.53,62.59,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26020,CIRCASIA,15389,15121,62.1,75,75,7608,4582,1591,634,117,184,9833,3026,5251,50.31,30.3,10.52,4.19,65.03,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26025,CORDOBA,2990,2936,53.43,16,16,1305,1134,303,63,24,38,1671,171,537,44.45,38.62,10.32,2.15,56.91,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26030,FILANDIA,6292,6157,57.19,34,34,3340,1496,747,246,51,92,4333,1844,2837,54.25,24.3,12.13,4.0,70.38,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26040,GENOVA,3822,3719,52.26,22,22,1856,1028,532,101,24,47,2489,828,1461,49.91,27.64,14.3,2.72,66.93,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26050,LA TEBAIDA,17471,16975,56.48,91,91,6653,7199,1476,738,146,292,8867,-546,1668,39.19,42.41,8.7,4.35,52.24,0,1,CEPEDA,COALICIÓN AE
26,QUINDIO,26060,MONTENEGRO,18678,18060,53.02,105,105,8369,5814,2121,655,142,318,11145,2555,5331,46.34,32.19,11.74,3.63,61.71,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26070,PIJAO,3075,2987,53.31,18,18,1578,859,346,70,16,53,1994,719,1135,52.83,28.76,11.58,2.34,66.76,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26080,QUIMBAYA,16466,16057,53.04,92,92,7320,5521,1684,606,104,335,9610,1799,4089,45.59,34.38,10.49,3.77,59.85,1,1,ABELARDO,COALICIÓN AE
26,QUINDIO,26090,SALENTO,3827,3774,62.62,21,21,2102,948,406,145,24,63,2653,1154,1705,55.7,25.12,10.76,3.84,70.3,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27001,BUCARAMANGA,343539,341323,65.53,1523,1523,198332,91324,19709,19051,2045,4575,237092,107008,145768,58.11,26.76,5.77,5.58,69.46,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27004,AGUADA,882,876,57.91,5,5,563,110,175,4,1,4,742,453,632,64.27,12.56,19.98,0.46,84.7,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27007,ALBANIA,2025,2007,55.98,15,15,1217,396,323,23,6,11,1563,821,1167,60.64,19.73,16.09,1.15,77.88,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27010,ARATOCA,4656,4613,64.83,21,21,3154,867,372,65,15,63,3591,2287,2724,68.37,18.79,8.06,1.41,77.85,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27013,BARBOSA,17154,16943,62.97,80,80,9002,5605,1278,457,96,197,10737,3397,5132,53.13,33.08,7.54,2.7,63.37,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27016,BARICHARA,5594,5539,70.46,23,23,3554,1157,412,238,38,40,4204,2397,3047,64.16,20.89,7.44,4.3,75.9,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27019,BARRANCABERMEJA,121378,119407,64.33,566,566,38355,69511,3546,2927,587,1682,44828,-31156,-24683,32.12,58.21,2.97,2.45,37.54,0,0,CEPEDA,CEPEDA
27,SANTANDER,27022,BETULIA,2746,2703,61.32,16,16,1695,518,264,56,13,87,2015,1177,1497,62.71,19.16,9.77,2.07,74.55,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27025,BOLIVAR,4421,4365,54.93,34,34,2487,1140,552,48,20,50,3087,1347,1947,56.98,26.12,12.65,1.1,70.72,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27028,CABRERA,1182,1176,64.41,6,6,853,103,187,16,1,5,1056,750,953,72.53,8.76,15.9,1.36,89.8,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27031,CALIFORNIA,1277,1266,70.12,6,6,908,191,87,37,7,15,1032,717,841,71.72,15.09,6.87,2.92,81.52,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27034,CAPITANEJO,2957,2932,59.27,15,15,2146,402,261,55,8,24,2462,1744,2060,73.19,13.71,8.9,1.88,83.97,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27037,CARCASI,2057,2044,55.95,16,16,1610,163,166,36,3,22,1812,1447,1649,78.77,7.97,8.12,1.76,88.65,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27040,CEPITA,1358,1356,62.78,11,11,989,195,123,19,4,10,1131,794,936,72.94,14.38,9.07,1.4,83.41,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27043,CERRITO,3348,3313,59.73,19,19,2366,475,285,81,13,25,2732,1891,2257,71.42,14.34,8.6,2.44,82.46,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27045,CIMITARRA,15492,15118,52.0,94,94,8256,4749,1131,209,49,364,9596,3507,4847,54.61,31.41,7.48,1.38,63.47,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27046,CONCEPCION,3099,3074,58.92,19,19,2063,497,362,60,11,17,2485,1566,1988,67.11,16.17,11.78,1.95,80.84,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27049,CONFINES,1906,1899,66.48,10,10,1450,164,217,27,4,15,1694,1286,1530,76.36,8.64,11.43,1.42,89.2,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27052,CONTRATACION,1854,1832,61.32,10,10,1199,400,161,25,2,10,1385,799,985,65.45,21.83,8.79,1.36,75.6,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27055,COROMORO,2852,2834,65.91,14,14,2162,297,258,29,13,36,2449,1865,2152,76.29,10.48,9.1,1.02,86.41,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27058,CURITI,7674,7604,71.16,37,37,4951,1629,617,151,29,94,5719,3322,4090,65.11,21.42,8.11,1.99,75.21,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27061,CHARALA,6792,6729,65.59,32,32,4201,1387,713,156,79,71,5070,2814,3683,62.43,20.61,10.6,2.32,75.35,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27064,CHARTA,2382,2377,68.66,12,12,1587,264,411,53,5,26,2051,1323,1787,66.76,11.11,17.29,2.23,86.29,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27067,CHIMA,1639,1620,63.18,8,8,1052,207,284,20,8,25,1356,845,1149,64.94,12.78,17.53,1.23,83.7,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27070,CHIPATA,2201,2169,50.69,13,13,1288,558,205,29,18,24,1522,730,964,59.38,25.73,9.45,1.34,70.17,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27071,EL CARMEN,7952,7881,63.31,43,43,6433,662,455,93,11,129,6981,5771,6319,81.63,8.4,5.77,1.18,88.58,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27073,EL GUACAMAYO,982,976,60.06,6,6,504,76,369,9,1,5,882,428,806,51.64,7.79,37.81,0.92,90.37,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27074,EL PLAYON,7564,7470,56.88,44,44,5301,1308,452,111,18,165,5864,3993,4556,70.96,17.51,6.05,1.49,78.5,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27075,EL PEÑON,1945,1927,48.98,18,18,1319,327,197,14,6,28,1530,992,1203,68.45,16.97,10.22,0.73,79.4,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27076,ENCINO,1346,1340,61.57,7,7,1087,87,119,15,4,10,1221,1000,1134,81.12,6.49,8.88,1.12,91.12,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27079,ENCISO,2219,2203,63.34,15,15,1566,303,246,37,11,11,1849,1263,1546,71.08,13.75,11.17,1.68,83.93,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27080,FLORIAN,3150,3129,51.51,21,21,1684,888,441,25,13,30,2150,796,1262,53.82,28.38,14.09,0.8,68.71,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27082,FLORIDABLANCA,157563,156443,70.28,655,655,90033,42163,9691,8763,1065,1947,108487,47870,66324,57.55,26.95,6.19,5.6,69.35,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27085,GALAN,1765,1758,66.2,14,14,1329,193,189,14,2,8,1532,1136,1339,75.6,10.98,10.75,0.8,87.14,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27088,GAMBITA,2267,2242,64.91,13,13,1617,324,210,16,10,26,1843,1293,1519,72.12,14.45,9.37,0.71,82.2,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27091,GIRON,86634,85826,64.84,397,397,48682,25499,4036,3561,479,1503,56279,23183,30780,56.72,29.71,4.7,4.15,65.57,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27094,GUACA,3220,3195,57.15,22,22,2438,386,261,34,7,18,2733,2052,2347,76.31,12.08,8.17,1.06,85.54,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27097,GUADALUPE,2862,2846,66.71,15,15,1976,317,442,34,5,29,2452,1659,2135,69.43,11.14,15.53,1.19,86.16,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27100,GUAPOTA,1353,1345,66.12,7,7,941,115,253,12,1,11,1206,826,1091,69.96,8.55,18.81,0.89,89.67,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27103,GUAVATA,2596,2571,56.59,13,13,1264,841,365,30,11,14,1659,423,818,49.16,32.71,14.2,1.17,64.53,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27106,GUEPSA,2384,2337,52.97,13,13,1353,722,129,34,18,24,1516,631,794,57.89,30.89,5.52,1.45,64.87,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27109,HATO,1434,1417,65.59,8,8,952,263,124,21,9,20,1097,689,834,67.18,18.56,8.75,1.48,77.42,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27112,JESUS MARIA,1817,1786,53.31,11,11,898,576,241,29,8,9,1168,322,592,50.28,32.25,13.49,1.62,65.4,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27115,JORDAN,1015,996,68.21,6,6,717,105,136,9,2,11,862,612,757,71.99,10.54,13.65,0.9,86.55,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27118,LA PAZ,2191,2164,53.92,14,14,1317,294,475,30,6,12,1822,1023,1528,60.86,13.59,21.95,1.39,84.2,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27119,LA BELLEZA,3325,3305,57.78,18,18,2304,374,500,56,7,24,2860,1930,2486,69.71,11.32,15.13,1.69,86.54,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27120,LANDAZURI,5505,5438,53.68,35,35,3741,1163,297,62,7,71,4100,2578,2937,68.79,21.39,5.46,1.14,75.4,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27121,LEBRIJA,24407,24148,65.25,114,114,16595,4555,1291,681,64,487,18567,12040,14012,68.72,18.86,5.35,2.82,76.89,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27124,LOS SANTOS,7145,7060,66.62,33,33,4848,1129,594,170,39,113,5612,3719,4483,68.67,15.99,8.41,2.41,79.49,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27127,MACARAVITA,1187,1181,51.56,7,7,844,115,180,9,3,6,1033,729,918,71.46,9.74,15.24,0.76,87.47,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27130,MALAGA,10768,10681,65.54,52,52,6427,2551,937,426,49,80,7790,3876,5239,60.17,23.88,8.77,3.99,72.93,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27133,MATANZA,3453,3417,65.0,18,18,2319,506,424,49,7,49,2792,1813,2286,67.87,14.81,12.41,1.43,81.71,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27136,MOGOTES,5349,5254,64.28,28,28,3622,743,638,87,23,56,4347,2879,3604,68.94,14.14,12.14,1.66,82.74,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27139,MOLAGAVITA,2247,2235,57.4,17,17,1609,221,307,29,6,16,1945,1388,1724,71.99,9.89,13.74,1.3,87.02,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27142,OCAMONTE,2638,2619,64.81,12,12,1817,265,443,31,6,21,2291,1552,2026,69.38,10.12,16.91,1.18,87.48,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27145,OIBA,6418,6354,64.41,31,31,4566,1023,410,136,30,71,5112,3543,4089,71.86,16.1,6.45,2.14,80.45,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27148,ONZAGA,2058,2030,57.79,14,14,1478,221,265,28,3,11,1771,1257,1550,72.81,10.89,13.05,1.38,87.24,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27151,PALMAR,1047,1036,64.62,6,6,720,149,121,20,1,17,861,571,712,69.5,14.38,11.68,1.93,83.11,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27154,PALMAS DEL SOCORRO,1849,1838,69.22,8,8,1382,165,210,42,8,15,1634,1217,1469,75.19,8.98,11.43,2.29,88.9,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27157,PARAMO,2876,2865,71.4,12,12,2079,329,297,84,6,27,2460,1750,2131,72.57,11.48,10.37,2.93,85.86,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27160,PIEDECUESTA,94326,93397,70.09,408,408,54278,26051,4710,4198,568,1615,63186,28227,37135,58.12,27.89,5.04,4.49,67.65,1,1,ABELARDO,COALICIÓN AE
