id_puesto,municipio,cod_dane,puesto,cod_comune,direccion,lon,lat,semaforo,rank_abelardo,votos_abelardo,total_validos,pct_abelardo,n_mesas,v_paloma_valencia,v_sergio_fajardo,v_miguel_uribe_londoño,v_gustavo_matamoros,v_roy_barrera,v_ivan_cepeda,v_santiago_botero,v_sondra_maconllis,v_abelardo_de_la_espriella,v_claudia_lopez,v_luis_gilberto_murillo,v_carlos_caicedo,v_oscar_mauricio_lizcano
p0780,MEDELLIN,05001,PAR. BIBLIOTECA JOSE HORACIO BETANCUR,80,CLL 50 E SUR 75 A - 94,-75.6544411347605,6.17730916600349,verde,1,1420,3064,46.34,12,190,317,0,0,0,1076,0,0,1420,0,0,0,0
p0781,MEDELLIN,05001,PARQUE BIBLIOTECA FERNANDO BOTERO,60,CRA 131 No 62-15,-75.6370240039281,6.27796461870563,verde,1,3843,7024,54.71,37,590,589,0,0,0,1827,0,0,3843,0,0,0,0
p0782,MEDELLIN,05001,"PARROQ SAN JOSEMARIA ESCRIVA DE
BALAGUER",70,CL 31 AA 107 50,-75.6266386495976,6.23421069653538,verde,1,250,452,55.31,2,51,19,0,0,0,116,0,0,250,0,0,0,0
p0783,MEDELLIN,05001,PLAZA MAYOR CTRO EXPOS. CONVEN,00,CL 41 # 55 - 35,-75.5760240034378,6.24095421535395,verde,1,8915,13552,65.78,56,1139,991,0,0,0,2319,0,0,8915,0,0,0,0
p0784,MEDELLIN,05001,PLAZA MINORISTA JOSE MARIA VILLA,10,CL 55A 57 80,-75.5734699504216,6.25765815608858,verde,1,332,595,55.8,3,60,25,0,0,0,163,0,0,332,0,0,0,0
p0785,MEDELLIN,05001,POLITECNICO JAIME ISAZA CADAVID,14,CARRERA 48 No. 7 - 151,-75.5772480029686,6.21305642049499,verde,1,6849,10737,63.79,38,1237,1034,0,0,0,1541,0,0,6849,0,0,0,0
p0786,MEDELLIN,05001,"RECLUSION DE MUJERES PEDREGAL
MEDELLIN",00,"KM 6 VIA AL MAR FINCA LA
TERES",-75.6280858137048,6.28356130143789,amarillo,2,14,43,32.56,1,3,3,0,0,0,22,0,0,14,0,0,0,0
p0787,MEDELLIN,05001,SEC. COL. AGUSTIN NIETO CABALLERO,10,KR 40 # 59A-21,-75.5573188063355,6.25266707127413,verde,1,1291,2324,55.55,10,239,140,0,0,0,625,0,0,1291,0,0,0,0
p0788,MEDELLIN,05001,SEC.CONCENTRACION EDUC.KENNEDY,06,CRA 76 A # 92-131,-75.5818946826081,6.29044082120332,verde,1,2433,4982,48.84,23,349,543,0,0,0,1557,0,0,2433,0,0,0,0
p0789,MEDELLIN,05001,SEC.ESC.AGRIPINA MONTES DEL VALLE,01,CALLE 95 #42 B 44,-75.5502659868118,6.28659434443413,verde,1,2170,3964,54.74,22,488,268,0,0,0,928,0,0,2170,0,0,0,0
p0790,MEDELLIN,05001,SEC.ESC. AGRUPACION COLOMBIA,11,CL 44A # 75-68,-75.595119112568,6.25071752235642,verde,1,5217,7285,71.61,28,756,416,0,0,0,839,0,0,5217,0,0,0,0
p0791,MEDELLIN,05001,SEC. ESC. AMOR AL NIÑO,13,CR 115 39BD 06,-75.6248593685902,6.25324918926772,amarillo,2,940,2433,38.64,13,160,214,0,0,0,1061,0,0,940,0,0,0,0
p0792,MEDELLIN,05001,SEC. ESC. ARZOBISPO GARCIA,02,KR 49 # 98-48,-75.556001844875,6.29012490159723,verde,1,3059,5970,51.24,29,517,499,0,0,0,1775,0,0,3059,0,0,0,0
p0793,MEDELLIN,05001,SEC. ESC. BALDOMERO SANIN CANO,03,CR 37 75A 2,-75.5482673472501,6.26904844797042,verde,1,1524,3519,43.31,20,219,334,0,0,0,1358,0,0,1524,0,0,0,0
p0794,MEDELLIN,05001,SEC. ESC. BETANIA,13,CR 110A 34 82,-75.6226885277241,6.24629391111066,verde,1,3299,5600,58.91,27,457,429,0,0,0,1286,0,0,3299,0,0,0,0
p0795,MEDELLIN,05001,SEC. ESC. CARLOS OBANDO VELASCO,11,CRA 67A No 42-24,-75.5854983842642,6.24673496727358,verde,1,974,1575,61.84,6,128,175,0,0,0,285,0,0,974,0,0,0,0
p0796,MEDELLIN,05001,SEC. ESC. CARPINELO AMAPOLITA,01,CALLE 97 # 23-12,-75.5382524545343,6.28690166227518,amarillo,2,435,1233,35.28,7,114,62,0,0,0,565,0,0,435,0,0,0,0
p0797,MEDELLIN,05001,SEC ESC CRISTO REY APOLO,15,CRA 50G No 3SUR-34,-75.583687767027,6.20450835044405,verde,1,1397,2605,53.63,10,182,343,0,0,0,648,0,0,1397,0,0,0,0
p0798,MEDELLIN,05001,SEC. ESC. DIVINA PROVIDENCIA,01,CL 108 NO 43B - 17,-75.5491582190566,6.2975553113832,verde,1,2104,4638,45.36,34,342,392,0,0,0,1649,0,0,2104,0,0,0,0
p0799,MEDELLIN,05001,SEC.ESC. EL DIAMANTE,07,CL 79A # 86-09,-75.5871971239626,6.28520345049698,verde,1,3449,5730,60.19,25,541,403,0,0,0,1230,0,0,3449,0,0,0,0
p0800,MEDELLIN,05001,SEC. ESC. EL PEDREGAL,06,CLL 104E No 74-109,-75.5728664236175,6.30334006271393,verde,1,1289,2958,43.58,15,141,401,0,0,0,1090,0,0,1289,0,0,0,0
p0801,MEDELLIN,05001,SEC.ESC.EL SOCORRO,13,CARRERA 102B No. 47B - 32,-75.6185430186657,6.25955270349591,verde,1,1366,3238,42.19,18,156,384,0,0,0,1245,0,0,1366,0,0,0,0
p0802,MEDELLIN,05001,SEC. ESC. FIDEL ANTONIO SALDARRIAGA,02,CRA 48 No 103B-01,-75.5538980576811,6.29402005807331,verde,1,2248,4661,48.23,25,365,346,0,0,0,1545,0,0,2248,0,0,0,0
p0803,MEDELLIN,05001,SEC. ESC. GUILLERMO ECHAVARRIA MISAS,14,CRA 43B No 9-61,-75.5713495831761,6.21064991099361,verde,1,1399,2118,66.05,8,310,186,0,0,0,209,0,0,1399,0,0,0,0
p0804,MEDELLIN,05001,SEC. ESC. JOSE DE SAN MARTIN,09,CL 39 # 38- 21,-75.5627515557534,6.23748430283596,verde,1,4760,8339,57.08,35,613,777,0,0,0,2073,0,0,4760,0,0,0,0
p0805,MEDELLIN,05001,SEC. ESC. JUAN CANCIO RESTREPO,09,CLL 45 No 31-63,-75.5554700448286,6.23847367980456,verde,1,642,1335,48.09,6,74,156,0,0,0,442,0,0,642,0,0,0,0
p0806,MEDELLIN,05001,SEC ESC JUAN DE DIOS ARANZAZU,13,CLL 42 No 105 - 42,-75.6199631874349,6.25541349608787,verde,1,1174,2352,49.91,9,155,189,0,0,0,793,0,0,1174,0,0,0,0
p0807,MEDELLIN,05001,SEC ESC JUAN NEPOMUCENO MORALES,60,CALLE 62 No 127 6,-75.6320606964533,6.2790176543896,verde,1,944,1949,48.44,10,114,238,0,0,0,616,0,0,944,0,0,0,0
p0808,MEDELLIN,05001,SEC.ESC.JULIA AGUDELO,08,CL 58 # 28-58,-75.5489175623223,6.24982456301068,verde,1,5574,10727,51.96,54,983,750,0,0,0,3166,0,0,5574,0,0,0,0
p0809,MEDELLIN,05001,SEC ESC JULIO ARBOLEDA,04,CR 51 78 12,-75.5625270968661,6.27284114134122,verde,1,661,1496,44.18,7,88,132,0,0,0,588,0,0,661,0,0,0,0
p0810,MEDELLIN,05001,SEC.ESC.LA COLINA,15,KR 52C 12A SUR -23,-75.5917542481526,6.19741966608493,verde,1,2990,5238,57.08,20,406,583,0,0,0,1203,0,0,2990,0,0,0,0
p0811,MEDELLIN,05001,SEC. ESC. LA ESPERANZA No 2,01,KR 29 # 102 - 20,-75.5411052238386,6.29116685388909,verde,1,1787,4297,41.59,36,433,287,0,0,0,1644,0,0,1787,0,0,0,0
p0812,MEDELLIN,05001,SEC ESC LA FRONTERA,02,CALLE 122 No 50A 14,-75.552652880759,6.30574568136459,verde,1,1078,2468,43.68,12,133,247,0,0,0,941,0,0,1078,0,0,0,0
p0813,MEDELLIN,05001,SEC. ESC. LEON DE GREIFF,06,CL 101CC # 82E-72,-75.5807233462768,6.30218131344342,verde,1,2097,3872,54.16,19,363,308,0,0,0,1013,0,0,2097,0,0,0,0
p0814,MEDELLIN,05001,SEC.ESC. MANUEL URIBE ANGEL,02,KR 49A #107-65,-75.5537101125958,6.29803059537799,verde,1,3745,8203,45.65,42,585,684,0,0,0,2987,0,0,3745,0,0,0,0
p0815,MEDELLIN,05001,SEC. ESC. MEDELLIN,01,CL 96 # 36-45,-75.5463439419925,6.28682287549366,verde,1,2362,4754,49.68,26,458,358,0,0,0,1436,0,0,2362,0,0,0,0
p0816,MEDELLIN,05001,SEC. ESC. MONSEÑOR PERDOMO,13,CL 44 # 97-14,-75.6141498683713,6.25619406071847,verde,1,4127,6648,62.08,28,731,494,0,0,0,1204,0,0,4127,0,0,0,0
p0817,MEDELLIN,05001,SEC.ESC.NIÑO JESUS DE PRAGA,08,CALLE 57C No. 23-200,-75.5458064015143,6.24859425052794,verde,1,1391,3222,43.17,14,214,225,0,0,0,1307,0,0,1391,0,0,0,0
p0818,MEDELLIN,05001,SEC. ESC. NUEVO HORIZONTE 2,01,CARRERA 37 No 107AA 21,-75.5456065901523,6.29767812768782,amarillo,2,1138,2783,40.89,32,131,198,0,0,0,1228,0,0,1138,0,0,0,0
p0819,MEDELLIN,05001,SEC. ESC. PEDRO DE CASTRO,12,CL 40 # 86A-101,-75.6082621376314,6.24867996662925,verde,1,2979,3955,75.32,15,419,156,0,0,0,371,0,0,2979,0,0,0,0
p0820,MEDELLIN,05001,SEC.ESC.PIO XII,13,KR 98 # 44-52,-75.6139656751284,6.25645879236548,verde,1,3024,5210,58.04,23,449,418,0,0,0,1222,0,0,3024,0,0,0,0
p0821,MEDELLIN,05001,SEC. ESC. PORFIRIO BARBA JACOB,04,CR 47 74 32,-75.5565640183536,6.2687825079137,verde,1,325,664,48.95,3,51,66,0,0,0,211,0,0,325,0,0,0,0
p0822,MEDELLIN,05001,SEC.ESC.RAFAEL URIBE URIBE,12,CARRERA 83 No. 42C - 54,-75.60430264,6.248690842,verde,1,1231,2328,52.88,11,200,307,0,0,0,458,0,0,1231,0,0,0,0
p0823,MEDELLIN,05001,SEC. ESC. REPUBLICA DE COSTA RICA,15,CARRERA 52 No 7 SUR -23,-75.5880814138367,6.20283867531398,verde,1,3536,5862,60.32,24,611,466,0,0,0,1169,0,0,3536,0,0,0,0
p0824,MEDELLIN,05001,SEC. ESC. REPUBLICA DE PANAMA,13,KR 88 # 49DD-70,-75.6061726885573,6.26297416469676,verde,1,2516,4058,62.0,17,337,271,0,0,0,874,0,0,2516,0,0,0,0
p0825,MEDELLIN,05001,SEC ESC SAN JOSE (IE MANUELA BELTRAN),03,CL 71 No 33-18,-75.5457995808589,6.2655848405348,verde,1,3867,8257,46.83,42,597,700,0,0,0,2869,0,0,3867,0,0,0,0
p0826,MEDELLIN,05001,SEC.ESC.SAN MARTIN DE PORRES,06,KR 75A # 97-135,-75.5785834332816,6.29591769803768,verde,1,2362,4340,54.42,20,389,366,0,0,0,1137,0,0,2362,0,0,0,0
p0827,MEDELLIN,05001,SEC. ESC. SANTA LUCIA,12,KR 89A # 47DD-71,-75.6056809586786,6.25781004960638,verde,1,4465,7007,63.72,28,584,564,0,0,0,1260,0,0,4465,0,0,0,0
p0828,MEDELLIN,05001,SEC.ESC. SANTA MARGARITA,07,KR 105B # 62-68,-75.6158760616786,6.27663032447751,verde,1,2133,4617,46.2,24,379,374,0,0,0,1585,0,0,2133,0,0,0,0
p0829,MEDELLIN,05001,SEC. ESC. SANTISIMA TRINIDAD,15,CL 26 65B 100,-75.5864392179291,6.22802388411243,verde,1,19,39,48.72,1,4,4,0,0,0,12,0,0,19,0,0,0,0
p0830,MEDELLIN,05001,SEC. ESC. SOFIA OSPINA DE NAVARRO,16,CALLE 32 No. 65-20,-75.5829747352203,6.23509524158148,verde,1,2777,3762,73.82,15,397,205,0,0,0,353,0,0,2777,0,0,0,0
p0831,MEDELLIN,05001,SEC ESC SOR MARIA LUISA COURBIN,08,KR 12 # 52-44,-75.5383920851601,6.23375102407936,verde,1,2395,4423,54.15,23,433,282,0,0,0,1187,0,0,2395,0,0,0,0
p0832,MEDELLIN,05001,SEC ESC TOMAS CARRASQUILLA No 1,04,CRA 52 No 92 - 05,-75.5631898695226,6.28369520485718,verde,1,544,1242,43.8,5,59,118,0,0,0,497,0,0,544,0,0,0,0
p0833,MEDELLIN,05001,SEC ESC TOSCANA,05,CLL 111G No 64A-16,-75.5593472389348,6.30624033292474,verde,1,873,1900,45.95,8,116,192,0,0,0,683,0,0,873,0,0,0,0
p0834,MEDELLIN,05001,SEC ESC TRICENTENARIO,05,CRA 63A No 94A-23,-75.5645635387528,6.29223542853768,verde,1,2841,6020,47.19,27,404,672,0,0,0,2030,0,0,2841,0,0,0,0
p0835,MEDELLIN,05001,SEC. ESC. VEINTE DE JULIO,13,CR 106 38 40,-75.6183808792967,6.25208203968056,verde,1,225,483,46.58,3,30,56,0,0,0,164,0,0,225,0,0,0,0
p0836,MEDELLIN,05001,SEC. ESC. VILLA TURBAY,08,KR 2 # 55F-17,-75.5301167729546,6.23582789654241,amarillo,2,919,2372,38.74,14,212,181,0,0,0,972,0,0,919,0,0,0,0
p0837,MEDELLIN,05001,"SECCION ESCUELA ALEJANDRO
ECHAVARRIA",09,CARRERA 16 NO 49B 8,-75.5424115800078,6.23491119379597,verde,1,1433,3016,47.51,12,179,266,0,0,0,1079,0,0,1433,0,0,0,0
p0838,MEDELLIN,05001,SECCION ESCUELA CARLOS FRANCO,16,CARRERA 77 No 25 67,-75.5975780274351,6.22795047226118,verde,1,340,618,55.02,2,39,57,0,0,0,177,0,0,340,0,0,0,0
p0839,MEDELLIN,05001,SECCION ESCUELA HOGAR ANTIOQUIA,08,CR 12 52 42,-75.5389167505955,6.23407109150337,verde,1,790,1523,51.87,9,125,98,0,0,0,469,0,0,790,0,0,0,0
p0840,MEDELLIN,05001,SENA,10,CL 51 # 57-70,-75.5752146313018,6.25492070603386,verde,1,1683,2995,56.19,16,250,164,0,0,0,825,0,0,1683,0,0,0,0
p0841,MEDELLIN,05001,SENA PEDREGAL,06,CL 104 69 120,-75.568561569866,6.30207801111797,verde,1,84,200,42.0,1,9,33,0,0,0,71,0,0,84,0,0,0,0
p0842,MEDELLIN,05001,SENA - SEDE BUENOS AIRES,09,CLL 48 No 28-00,-75.5523085999975,6.23947859405442,amarillo,2,732,1897,38.59,10,81,237,0,0,0,817,0,0,732,0,0,0,0
p0843,MEDELLIN,05001,TECNOLOGICO DE ANTIOQUIA,07,CALLE 78B # 72A-220,-75.5831927341683,6.27994372598423,verde,1,3872,7877,49.16,30,549,1079,0,0,0,2293,0,0,3872,0,0,0,0
p0844,MEDELLIN,05001,TERMINAL DE TRANSPORTES DEL NORTE,05,CR 64 C No 78 580,-75.5713458524746,6.2789919855988,verde,1,680,1607,42.31,8,124,152,0,0,0,621,0,0,680,0,0,0,0
p0845,MEDELLIN,05001,UNID.DEPORTIVA ANDRES ESCOBAR,16,CR 66B 30A 49 AUDITORIOS DE LA BOLERA,-75.5873212553138,6.23288345794317,verde,1,1922,3401,56.51,12,331,437,0,0,0,686,0,0,1922,0,0,0,0
p0846,MEDELLIN,05001,UNIVERSIDAD CLARETIANA,10,CARRERA 55A # 61-06,-75.5700410419034,6.2604302901465,amarillo,2,464,1997,23.23,8,94,327,0,0,0,1092,0,0,464,0,0,0,0
p0847,MEDELLIN,05001,UNIVERSIDAD DE MEDELLIN,16,KR 87 # 30-65,-75.6099796263254,6.2315900726161,verde,1,5648,9129,61.87,39,857,867,0,0,0,1639,0,0,5648,0,0,0,0
p0848,MEDELLIN,05001,UNIVERSIDAD EAFIT,14,KR 49 # 7 SUR 50,-75.5792119555909,6.19961451578806,verde,1,7824,10414,75.13,37,1498,539,0,0,0,516,0,0,7824,0,0,0,0
p0849,MEDELLIN,05001,UNIVERSIDAD PONTIFICIA BOLIVARIANA,11,CIR 1 No 70 - 01,-75.5893623546487,6.24235602582851,verde,1,6067,10569,57.4,37,952,1482,0,0,0,2001,0,0,6067,0,0,0,0
p0964,SABANETA,05631,BIBLIOTECA MUNICIPAL,0,CLL 75 SUR No 45-47,-75.6189878217425,6.14962200264477,verde,1,2946,4540,64.89,17,389,436,0,0,0,726,0,0,2946,0,0,0,0
p0965,SABANETA,05631,CASA DE LA CULTURA LA BARQUEREÑA,0,CLL 68 SUR # 42 - 40,-75.6122313310931,6.15132634837868,verde,1,1765,2492,70.83,10,245,143,0,0,0,317,0,0,1765,0,0,0,0
p0966,SABANETA,05631,COL PADRE RAMON ARCILA R,0,CALLE 70 SUR No 46-80,-75.6170896545721,6.15294899095291,verde,1,2483,3564,69.67,14,438,158,0,0,0,442,0,0,2483,0,0,0,0
p0967,SABANETA,05631,CTRO DE ATENCION 1RA INFANCIA CAIPI,0,CRA 43 C # 65 SUR - 128,-75.6123868466487,6.15213788350959,verde,1,2277,3470,65.62,16,283,324,0,0,0,551,0,0,2277,0,0,0,0
p0968,SABANETA,05631,CTRO PARA EL ADULTO MAYOR CAITES,0,CLL 78 C SUR # 46 - 120,-75.6212164421757,6.13763136499775,verde,1,6331,9580,66.09,35,973,771,0,0,0,1414,0,0,6331,0,0,0,0
p0969,SABANETA,05631,E.R. LAS LOMITAS (JAC),0,"VEREDA LAS LOMITAS CRA 32
# 61S-83",-75.6011278878202,6.14290645645471,verde,1,109,175,62.29,1,20,19,0,0,0,25,0,0,109,0,0,0,0
p0970,SABANETA,05631,GIMNASIO CAMPESTRE LOS ALCAZARES,0,CLL 63 SUR No 41-05,-75.6097635389918,6.15172362170503,verde,1,3574,6060,58.98,24,530,778,0,0,0,1130,0,0,3574,0,0,0,0
p0971,SABANETA,05631,I.E MARIA AUXILIADORA,0,VEREDA MARIA AUXILIADORA CL 56 S # 38-117,-75.5989843044912,6.1501329662164,verde,1,607,1175,51.66,5,104,137,0,0,0,316,0,0,607,0,0,0,0
p0972,SABANETA,05631,I.E. PRESBITERO ANTONIO BAENA SALAZAR,0,CLL 82 SUR No 32-68,-75.6300932370858,6.13961821105838,verde,1,489,893,54.76,5,55,108,0,0,0,218,0,0,489,0,0,0,0
p0973,SABANETA,05631,I.E. PRIMITIVO LEAL LA DOCTORA,0,CLL 75 SUR # 33 53,-75.61311546962,6.14133582791559,verde,1,3532,5840,60.48,24,514,616,0,0,0,1111,0,0,3532,0,0,0,0
p0974,SABANETA,05631,I.E. RAFAEL J. MEJIA,0,KR 45 # 77 C SUR - 47,-75.6207370303399,6.14660442876148,verde,1,5068,8395,60.37,35,663,1049,0,0,0,1527,0,0,5068,0,0,0,0
p0975,SABANETA,05631,IE CONCEJO DE SABANETA JMCB,0,CRA 42 No 61 SUR -12,-75.606980465208,6.15376231514181,verde,1,4237,6976,60.74,29,707,722,0,0,0,1239,0,0,4237,0,0,0,0
p0976,SABANETA,05631,IE JOSE FELIX DE RESTREPO,0,CRA 46B No 76SUR -17,-75.6197533095763,6.15041883786223,verde,1,6680,10566,63.22,44,1176,905,0,0,0,1696,0,0,6680,0,0,0,0
p0977,SABANETA,05631,IE MARIA MEDIADORA,0,CLL 50 SUR No 43A-89,-75.6025992458996,6.16073539595008,verde,1,2348,4087,57.45,21,311,522,0,0,0,875,0,0,2348,0,0,0,0
p0978,SABANETA,05631,JAC VEREDA SAN JOSE,0,"VEREDA SAN JOSE CRA 77
SUR # 27 - 220",-75.615544405601,6.12792141496908,verde,1,224,384,58.33,2,36,47,0,0,0,74,0,0,224,0,0,0,0
p0979,SABANETA,05631,PARQUE DE LOS 4 ELEMENTOS,0,CLL 66 SUR No 43C-50,-75.612687174167,6.15290200591077,verde,1,1307,1871,69.86,7,166,139,0,0,0,234,0,0,1307,0,0,0,0
