id_puesto,municipio,cod_dane,puesto,cod_comune,direccion,lon,lat,semaforo,rank_abelardo,votos_abelardo,total_validos,pct_abelardo,n_mesas,v_paloma_valencia,v_sergio_fajardo,v_miguel_uribe_londoño,v_gustavo_matamoros,v_roy_barrera,v_ivan_cepeda,v_santiago_botero,v_sondra_maconllis,v_abelardo_de_la_espriella,v_claudia_lopez,v_luis_gilberto_murillo,v_carlos_caicedo,v_oscar_mauricio_lizcano
p0411,ENVIGADO,05266,LAS PALMAS CENTRO DE SALUD,0,"CENTRO DE SALUD VEREDA
LAS PALMAS",-75.5342825667894,6.15230415982315,verde,1,2119,2872,73.78,12,288,147,0,0,0,294,0,0,2119,0,0,0,0
p0412,ENVIGADO,05266,LICEO FRANCISCO RESTREPO MOLINA,0,CRA 41 No 35 SUR-70,-75.5853688716888,6.17058965865606,verde,1,5418,8573,63.2,40,796,730,0,0,0,1511,0,0,5418,0,0,0,0
p0413,ENVIGADO,05266,"PANTANILLO IE MARTIN EDUARDO RIOS
LLANOS",0,"CRA 2 No 20 SUR - 195
VEREDA PANTANILLO",-75.5010651999999,6.18846109999999,verde,1,221,388,56.96,2,67,32,0,0,0,63,0,0,221,0,0,0,0
p0414,ENVIGADO,05266,POLIDEPORTIVO SUR DE ENVIGADO,0,CRA 48 No 46SUR-150,-75.59996,6.16402,verde,1,4170,6529,63.87,26,622,610,0,0,0,1051,0,0,4170,0,0,0,0
p0415,ENVIGADO,05266,SD JHON F KENNEDY I.E LA PAZ,0,CALLE 40 H SUR NO 41 -61,-75.5911090469088,6.16561162632607,verde,1,4362,6380,68.37,28,545,469,0,0,0,940,0,0,4362,0,0,0,0
p0416,ENVIGADO,05266,SD PRINCIPAL I.E. LA PAZ,0,CLL 46SUR No 42-16,-75.5939608933047,6.16218443419337,verde,1,5264,7735,68.05,29,712,659,0,0,0,1037,0,0,5264,0,0,0,0
p0417,ENVIGADO,05266,TECNOLOGICO DE ARTES DEBORA ARANGO,0,CALLE 38 SUR No 44 - 120,-75.5909137782367,6.17167382060735,verde,1,3496,5352,65.32,31,427,429,0,0,0,942,0,0,3496,0,0,0,0
p0418,ENVIGADO,05266,UNIVERSIDAD EIA. SEDE ZUÑIGA,0,CALLE 25 SUR No 42 - 73,-75.5795612112199,6.17945692102938,verde,1,992,1515,65.48,5,169,159,0,0,0,188,0,0,992,0,0,0,0
p0419,ENVIGADO,05266,URB. MULTIFAMILIAR SEÑORIAL,0,CLL 48E SUR No 42C-54,-75.596719720167,6.1592073482893,verde,1,2966,4653,63.74,19,404,461,0,0,0,768,0,0,2966,0,0,0,0
p0448,GIRARDOTA,05308,COLEGIO JUAN BERNARDONE,0,CRA 14 No 7-49,-75.4461166887444,6.37611172264822,verde,1,3653,6551,55.76,33,699,511,0,0,0,1505,0,0,3653,0,0,0,0
p0449,GIRARDOTA,05308,COLEGIO NUESTRA SEÑORA DEL ROSARIO,0,CRA 14 No 08 - 5,-75.44386735,6.374868384,verde,1,3571,6689,53.39,33,635,527,0,0,0,1805,0,0,3571,0,0,0,0
p0450,GIRARDOTA,05308,ESCUELA MANGA ARRIBA,0,"ESCUELA MANGA ARRIBA
VEREDA MANGA ARRIBA",-75.44100275,6.35842122,verde,1,445,783,56.83,4,68,45,0,0,0,202,0,0,445,0,0,0,0
p0451,GIRARDOTA,05308,I.E. ATANASIO GIRARDOT,0,CRA 17 # 11 -51,-75.45006861,6.374868384,verde,1,2704,5199,52.01,29,450,355,0,0,0,1543,0,0,2704,0,0,0,0
p0452,GIRARDOTA,05308,I.E. EMILIANO GARCIA,0,CARRERA 16F No 9-63,-75.4484271,6.376121226,verde,1,2409,5049,47.71,30,315,618,0,0,0,1589,0,0,2409,0,0,0,0
p0453,GIRARDOTA,05308,I.E. NUESTRA SEÑORA DEL CARMEN,0,"I.E. NUESTRA SEÑORA DEL
CARMEN VEREDA ENCENILLOS",-75.4178475142892,6.37695209012083,verde,1,68,123,55.28,1,19,10,0,0,0,18,0,0,68,0,0,0,0
p0454,GIRARDOTA,05308,I.E.R. SAN DIEGO,0,VEREDA CABILDO,-75.42810132,6.389694371,verde,1,474,899,52.73,6,88,61,0,0,0,239,0,0,474,0,0,0,0
p0455,GIRARDOTA,05308,LICEO MANUEL JOSE SIERRA,0,"CARRERA 10 A NRO 10 D 12
SANTA ANA",-75.4468947688379,6.37082189068192,verde,1,321,716,44.83,3,52,99,0,0,0,237,0,0,321,0,0,0,0
p0456,GIRARDOTA,05308,NTRA. SRA. DE LA PRESENTACION,0,CL 7 #18 92,-75.4476749897003,6.38054577254413,verde,1,1978,3725,53.1,19,390,320,0,0,0,951,0,0,1978,0,0,0,0
p0457,GIRARDOTA,05308,PARROQUIA LA SAGRADA FAMILIA,0,VEREDA SAN ANDRES,-75.44005325,6.39921028499999,verde,1,458,1139,40.21,7,124,85,0,0,0,422,0,0,458,0,0,0,0
p0491,ITAGUI,05360,CARCEL DISTRITO NACIONAL,0,"Cra 70 No 23-10 Br. San
Francisco",-75.6435438760375,6.17093195200125,verde,1,30,68,44.12,1,4,5,0,0,0,27,0,0,30,0,0,0,0
p0492,ITAGUI,05360,CARCEL YARUMITO,0,CL 29 # 50 A -19,-75.6233818399998,6.162105385,verde,1,8,19,42.11,1,2,1,0,0,0,8,0,0,8,0,0,0,0
p0493,ITAGUI,05360,CASA DE LA MUJER,0,CRA 52D # 75 AA -221,-75.6288285266127,6.16186742920738,verde,1,194,343,56.56,2,33,53,0,0,0,59,0,0,194,0,0,0,0
p0494,ITAGUI,05360,CENTRAL MAYORISTA,0,"CL 85 # 48 - 01 BLOQUE
SIGLO XXI",-75.5897641524806,6.1893633970211,verde,1,522,873,59.79,3,48,55,0,0,0,231,0,0,522,0,0,0,0
p0495,ITAGUI,05360,COLEGIO EL ROSARIO,0,CLL 52 # 48 -12,-75.60752248,6.17116209799999,verde,1,4041,6501,62.16,31,573,421,0,0,0,1360,0,0,4041,0,0,0,0
p0496,ITAGUI,05360,I.E. ANTONIO JOSE DE SUCRE,0,CLL 37 # 42 - 10,-75.6160826699998,6.167600786,verde,1,5170,10293,50.23,54,710,1152,0,0,0,3089,0,0,5170,0,0,0,0
p0497,ITAGUI,05360,I.E. AVELINO SALDARRIAGA GAVIRIA,0,CLL 39 No 49-77,-75.6166995799999,6.168550124,verde,1,3278,6350,51.62,34,425,709,0,0,0,1847,0,0,3278,0,0,0,0
p0498,ITAGUI,05360,I.E. AVELINO SALDARRIAGA SEDE LA UNIÓN,0,CLL 44 # 55D - 19,-75.6162146599998,6.17412244999999,verde,1,2097,3735,56.14,18,295,287,0,0,0,976,0,0,2097,0,0,0,0
p0499,ITAGUI,05360,I.E. BENEDIKTA ZUR NIEDEN,0,"CL 80 # 57 - 16 SECTOR
LAURELES DEL SUR",-75.59885377,6.19165691799999,verde,1,2336,4459,52.39,18,302,540,0,0,0,1220,0,0,2336,0,0,0,0
p0500,ITAGUI,05360,I.E. CARLOS ENRIQUE CORTES,0,CL 63 # 54 B - 41,-75.60337685,6.18011179999999,verde,1,1109,2133,51.99,11,144,213,0,0,0,627,0,0,1109,0,0,0,0
p0501,ITAGUI,05360,I.E. CIUDAD ITAGÜÍ SEDE EL TABLAZO,0,CRA 55 A # 61 - 21,-75.6067338254543,6.17929338935758,verde,1,379,808,46.91,4,54,71,0,0,0,286,0,0,379,0,0,0,0
p0502,ITAGUI,05360,I.E. CONCEJO MUNICIPAL - SEDE BARILOCHE,0,CRA 64 # 25 - 01,-75.6437580866943,6.1682948137661,verde,1,564,1105,51.04,5,67,115,0,0,0,344,0,0,564,0,0,0,0
p0503,ITAGUI,05360,I.E. DIEGO ECHAVARRIA MISAS,0,KR 48 # 48 - 48,-75.610286593437,6.16965965701939,verde,1,4994,8238,60.62,38,841,570,0,0,0,1701,0,0,4994,0,0,0,0
p0504,ITAGUI,05360,I.E. EL ROSARIO,0,CLL. 47A # 59 - 37,-75.61307764,6.17848744399999,verde,1,1996,4001,49.89,22,311,278,0,0,0,1306,0,0,1996,0,0,0,0
p0505,ITAGUI,05360,I.E. ENRIQUE VELEZ ESCOBAR,0,KR 52C # 72 - 69,-75.59853823,6.18465752899999,verde,1,4286,6599,64.95,30,567,443,0,0,0,1223,0,0,4286,0,0,0,0
p0506,ITAGUI,05360,I.E. FELIPE DE RESTREPO,0,CLL 30 # 49 - 13,-75.62121014,6.16283584199999,verde,1,3858,6809,56.66,31,484,619,0,0,0,1751,0,0,3858,0,0,0,0
p0507,ITAGUI,05360,I.E. ISOLDA ECHAVARRIA,0,CLL 34A # 57 - 60,-75.6258834599999,6.167984788,verde,1,2941,5280,55.7,24,429,563,0,0,0,1249,0,0,2941,0,0,0,0
p0508,ITAGUI,05360,I.E. JOHN F. KENNEDY,0,CLL 31 # 50C - 30,-75.6241092,6.163613329,verde,1,4059,6809,59.61,32,532,577,0,0,0,1525,0,0,4059,0,0,0,0
p0509,ITAGUI,05360,I.E. JUAN N. CADAVID,0,KR 48 # 48 - 88,-75.60988677,6.169787462,verde,1,2387,4018,59.41,20,279,330,0,0,0,952,0,0,2387,0,0,0,0
p0510,ITAGUI,05360,I.E. LOMA LINDA,0,KR 59A # 64-10,-75.6087490699999,6.18233311499999,verde,1,3125,5765,54.21,27,421,544,0,0,0,1565,0,0,3125,0,0,0,0
p0511,ITAGUI,05360,I.E LOS GOMEZ,0,VEREDA LOS GOMEZ,-75.6089510999998,6.191848,verde,1,1571,3081,50.99,21,275,185,0,0,0,961,0,0,1571,0,0,0,0
p0512,ITAGUI,05360,I.E. LOS GOMEZ SEDE EL AJIZAL,0,VEREDA EL AJIZAL,-75.6018928715687,6.19556712422577,verde,1,189,437,43.25,3,27,24,0,0,0,178,0,0,189,0,0,0,0
p0513,ITAGUI,05360,I.E. LUIS CARLOS GALAN,0,CLL 39 No 64-61 VILLALIA,-75.6284346799998,6.17402012199999,verde,1,1243,2543,48.88,11,156,277,0,0,0,811,0,0,1243,0,0,0,0
p0514,ITAGUI,05360,I.E. MARCELIANA SALDARRIAGA,0,KR 52D # 71 - 23,-75.5994476099998,6.184283298,verde,1,5329,9318,57.19,39,678,827,0,0,0,2287,0,0,5329,0,0,0,0
p0515,ITAGUI,05360,I.E. MARIA JESUS MEJIA SEDE 2,0,KR 52D # 61 - 25,-75.6040162809958,6.17835152207944,verde,1,1903,3419,55.66,18,226,339,0,0,0,891,0,0,1903,0,0,0,0
p0516,ITAGUI,05360,I.E. MARIA JESUS MEJIA SEDE BACHILLERATO,0,CRA 47 # 51-44,-75.607145933641,6.1701545119463,verde,1,1575,3519,44.76,17,247,408,0,0,0,1230,0,0,1575,0,0,0,0
p0517,ITAGUI,05360,I.E. MARIA JOSEFA ESCOBAR,0,VEREDA EL PEDREGAL,-75.616943,6.18889499999999,verde,1,546,1315,41.52,7,102,102,0,0,0,539,0,0,546,0,0,0,0
p0518,ITAGUI,05360,I.E. ORESTES SINDICCE,0,Cll 76 No 49-24 SANTA MARIA,-75.5942139299999,6.18446899599999,verde,1,1609,2877,55.93,12,180,342,0,0,0,717,0,0,1609,0,0,0,0
p0519,ITAGUI,05360,I.E. PEDRO ESTRADA,0,KR 47 # 85 - 113,-75.5885068,6.19099335299999,verde,1,2677,4408,60.73,21,322,280,0,0,0,1032,0,0,2677,0,0,0,0
p0520,ITAGUI,05360,I.E. SAN JOSE,0,CRA 50A # 37B-60,-75.6185983045537,6.16885016122012,verde,1,338,694,48.7,3,57,65,0,0,0,224,0,0,338,0,0,0,0
p0521,ITAGUI,05360,I.E. SIMON BOLIVAR,0,CLL 65 # 46A - 95,-75.5989345099999,6.17943610699999,verde,1,4075,6876,59.26,29,536,657,0,0,0,1470,0,0,4075,0,0,0,0
p0522,ITAGUI,05360,"IE CIUDAD ITAGÜÍ-SD MARÍA BERNAL
MOLINA",0,KR 57A # 63 - 171,-75.6047890799999,6.181277943,verde,1,2356,3728,63.2,15,372,229,0,0,0,721,0,0,2356,0,0,0,0
p0523,ITAGUI,05360,"IE CONCEJO MUNICIPAL-SEDE SAN
FRANCISCO",0,KR 68 # 26 -24,-75.6418257999999,6.17066783499999,verde,1,3298,6033,54.67,27,491,485,0,0,0,1624,0,0,3298,0,0,0,0
p0524,ITAGUI,05360,PLACA POLIDEPORTIVA LA UNIÓN,0,CL 44 # 55C -19,-75.6162021560495,6.17420988416918,amarillo,2,41,128,32.03,1,20,8,0,0,0,54,0,0,41,0,0,0,0
p0525,ITAGUI,05360,"PLACA POLIDEPORTIVA SANTA MARIA LA
NUEVA",0,CL 38 # 55-01,-75.618574715041,6.17193813627959,verde,1,119,209,56.94,1,16,22,0,0,0,51,0,0,119,0,0,0,0
p0526,ITAGUI,05360,POLIDEPORTIVO MUNICIPAL,0,CRA 46 No 53 - 60,-75.6048913432093,6.16964301644216,verde,1,3377,4911,68.76,17,290,217,0,0,0,915,0,0,3377,0,0,0,0
p0527,ITAGUI,05360,SD 2 I.E. ESTEBAN OCHOA,0,CRA 67 # 28-108,-75.6368046880794,6.17221753751404,verde,1,608,1311,46.38,5,83,145,0,0,0,436,0,0,608,0,0,0,0
p0528,ITAGUI,05360,SD ARNULFO FLOREZ IE ENRIQUE VELEZ E.,0,KR 52D # 83 - 63,-75.59334889,6.191383654,verde,1,4787,7334,65.27,32,634,502,0,0,0,1288,0,0,4787,0,0,0,0
p0529,ITAGUI,05360,SD PRINCIPAL I.E. ESTEBAN OCHOA,0,KR 68 # 36 - 75,-75.63282003,6.17466649699999,verde,1,3081,5318,57.94,25,379,444,0,0,0,1318,0,0,3081,0,0,0,0
p0530,ITAGUI,05360,"SD PROVIDENCIA IE ENRIQUE VELEZ
ESCOBAR",0,CL 77B # 52A-46,-75.5948416798842,6.18609791088994,verde,1,366,653,56.05,3,52,76,0,0,0,149,0,0,366,0,0,0,0
p0531,ITAGUI,05360,"SEDE JUNTA DE ACCION COMUNAL LA
FINQUITA",0,CRA 56A # 28A-35,-75.6264407327848,6.16185309775636,verde,1,773,1255,61.59,5,86,104,0,0,0,269,0,0,773,0,0,0,0
p0532,ITAGUI,05360,"SEDE JUNTA DE ACCION COMUNAL LA
UNIÓN",0,CL 44 # 55 B -15,-75.6159871333894,6.17386439251423,verde,1,279,616,45.29,3,35,48,0,0,0,236,0,0,279,0,0,0,0
p0533,ITAGUI,05360,UNIVERSIDAD IDEAS,0,KR 46 # 51-41,-75.6072505909958,6.16954595634314,verde,1,3142,4595,68.38,16,371,305,0,0,0,714,0,0,3142,0,0,0,0
p0566,LA ESTRELLA,05380,AULA AMBIENTAL,0,CALLE 77 SUR No. 52D-120,-75.6437995423278,6.15970999999999,verde,1,322,604,53.31,3,52,75,0,0,0,150,0,0,322,0,0,0,0
p0567,LA ESTRELLA,05380,CARCEL MUNICIPAL LA ESTRELLA,0,CARRERA 55 No. 87 SUR 56,-75.6341743469236,6.13918936896937,verde,1,12,30,40.0,1,6,2,0,0,0,9,0,0,12,0,0,0,0
p0568,LA ESTRELLA,05380,CASA PARA LA EDUCACION,0,CRA 61 # 83 A SUR 52,-75.6363611099998,6.162858628,verde,1,1999,3328,60.07,16,461,250,0,0,0,571,0,0,1999,0,0,0,0
p0569,LA ESTRELLA,05380,COL. DIVINO SALVADOR,0,"CARRERA 54 No. 75 AA SUR
31",-75.6368322999998,6.16273089999999,verde,1,2954,4885,60.47,21,453,500,0,0,0,934,0,0,2954,0,0,0,0
p0570,LA ESTRELLA,05380,I.E. ANA EVA ESCOBAR SEDE BACHILLERATO,0,CALLE 95 SUR No. 55-31,-75.64060870001,6.1380486,verde,1,930,1687,55.13,9,174,95,0,0,0,427,0,0,930,0,0,0,0
p0571,LA ESTRELLA,05380,I.E. BAM SEDE JAIME ARANGO VELASQUEZ,0,CARRERA 63 No. 77 sur 83,-75.6428877299998,6.158525391,verde,1,2077,3325,62.47,16,387,181,0,0,0,632,0,0,2077,0,0,0,0
p0572,LA ESTRELLA,05380,I.E. CONCEJO MUNICIPAL,0,CALLE 87 SUR No. 55-270,-75.638647,6.151564,verde,1,2472,4964,49.8,28,379,566,0,0,0,1461,0,0,2472,0,0,0,0
p0573,LA ESTRELLA,05380,I.E. JOSE ANTONIO GALAN,0,CALLE 100 B SUR No. 50-181,-75.6341743469236,6.118707,verde,1,453,999,45.35,5,85,69,0,0,0,366,0,0,453,0,0,0,0
p0574,LA ESTRELLA,05380,"INST. MPAL DE DEPORTES ""INDERE""",0,CRA 60 No 83 A SUR 092,-75.6435710114135,6.15552595051333,verde,1,2570,4632,55.48,22,511,379,0,0,0,1113,0,0,2570,0,0,0,0
p0575,LA ESTRELLA,05380,SD INMACULADA FE Y ALEGRIA I.E. JAGA,0,CALLE 96 B SUR No 51-03,-75.636749267578,6.13918936896939,verde,1,1585,3609,43.92,19,281,414,0,0,0,1233,0,0,1585,0,0,0,0
p0576,LA ESTRELLA,05380,SD MANUELA BELTRAN I.E. BAM,0,CARRERA 60 # 82 SUR 07,-75.643821,6.156363,verde,1,1023,1981,51.64,8,171,256,0,0,0,503,0,0,1023,0,0,0,0
p0577,LA ESTRELLA,05380,SD RAFAEL POMBO I.E. BAM,0,CARRERA 60 No. 79 SUR 29,-75.642814,6.158642,verde,1,3312,5637,58.75,22,591,455,0,0,0,1211,0,0,3312,0,0,0,0
p0578,LA ESTRELLA,05380,SD TULIO OSPINA I.E. JAGA,0,CALLE 100 C SUR No. 48C-18,-75.63688856,6.11852808999999,verde,1,2870,5583,51.41,27,560,358,0,0,0,1659,0,0,2870,0,0,0,0
p0600,MEDELLIN,05001,ALCALDIA MUNICIPAL (SOTANO),10,CL 44 # 52-165,-75.573693258162,6.24481434144119,verde,1,4437,7746,57.28,40,807,468,0,0,0,1909,0,0,4437,0,0,0,0
p0601,MEDELLIN,05001,C.E. JUAN ANDRES PATIÑO,90,"CORREGIMIENTO SANTA
ELENA",-75.4799755784379,6.23197894711261,verde,1,205,425,48.24,2,40,44,0,0,0,134,0,0,205,0,0,0,0
p0602,MEDELLIN,05001,C.E. MARIA PAULINA TABORDA,70,"CLL 34 AB 126B 301 - VDA
TRAVESIAS EL CORAZON",-75.6362051146259,6.24788932345022,verde,1,109,212,51.42,1,22,17,0,0,0,60,0,0,109,0,0,0,0
p0603,MEDELLIN,05001,C.E. MEDIA LUNA,90,"CORREGIMIENTO SANTA
ELENA",-75.5176584479491,6.23837955350542,verde,1,100,162,61.73,1,15,11,0,0,0,35,0,0,100,0,0,0,0
p0604,MEDELLIN,05001,C4TA CIUDADELA,12,CL 42C 95 51,-75.6137856228027,6.25347088063649,verde,1,1044,2118,49.29,9,156,247,0,0,0,649,0,0,1044,0,0,0,0
p0605,MEDELLIN,05001,CASA DE GOBIERNO SANTA ELENA,90,"CORREGIMIENTO SANTA
ELENA",-75.4976222479098,6.20956799172564,verde,1,1255,2256,55.63,9,327,158,0,0,0,477,0,0,1255,0,0,0,0
p0606,MEDELLIN,05001,CENTRO CARLOS LLERAS RESTREPO,00,CALLE 65C No. 94C-80,-75.6025791697869,6.28525133385359,verde,1,46,103,44.66,2,10,3,0,0,0,40,0,0,46,0,0,0,0
p0607,MEDELLIN,05001,CENTRO COMERCIAL SAN DIEGO,10,CL 34 # 43-66,-75.5692212578617,6.23510426136417,verde,1,6737,9977,67.53,39,1174,635,0,0,0,1360,0,0,6737,0,0,0,0
p0608,MEDELLIN,05001,CENTRO DE DESARROLLO SOCIAL (CDS),80,CRA 79 No 40 SUR - 40,-75.6558790664324,6.18540887478528,verde,1,2344,4839,48.44,20,371,427,0,0,0,1564,0,0,2344,0,0,0,0
p0609,MEDELLIN,05001,CENTRO EDUCATIVO EL MANZANILLO,70,"CLL 5A SUR No 89A - 11
VEREDA MANZANILLO",-75.6141764090668,6.20670567399244,verde,1,553,851,64.98,4,76,62,0,0,0,146,0,0,553,0,0,0,0
p0610,MEDELLIN,05001,COL AGUSTINIANO DE SAN NICOLAS,04,KR 48 # 93-13,-75.5555363267569,6.28476235428265,verde,1,4753,8223,57.8,36,787,677,0,0,0,1864,0,0,4753,0,0,0,0
p0611,MEDELLIN,05001,"COL. CALASANZ (FEM) CAMPESTRE
ESCOLAPIAS",11,CL 55 76A 71 (COLISEO),-75.5906139763586,6.26563225234426,verde,1,5446,8660,62.89,30,742,1027,0,0,0,1385,0,0,5446,0,0,0,0
p0612,MEDELLIN,05001,"COL DE LA COMPAÑIA DE MARIA LA
ENSEÑANZA",14,CALLE 9 SUR No 37-345,-75.5743729977304,6.19493669066274,verde,1,5309,6676,79.52,23,898,206,0,0,0,247,0,0,5309,0,0,0,0
p0613,MEDELLIN,05001,COL LA INMACULADA,16,CRA 76 No 12-57,-75.5986170489363,6.22114232016575,verde,1,5510,8462,65.11,29,662,987,0,0,0,1253,0,0,5510,0,0,0,0
p0614,MEDELLIN,05001,COL.MARYMOUNT,14,CALLE 7 No. 25-64,-75.5561721213073,6.20558968158804,verde,1,9394,11853,79.25,38,1428,594,0,0,0,410,0,0,9394,0,0,0,0
p0615,MEDELLIN,05001,COL MAYOR DE ANTIOQUIA,07,CRA 78 No 65-46,-75.5920186302599,6.27323894659604,verde,1,1672,4059,41.19,16,286,648,0,0,0,1418,0,0,1672,0,0,0,0
p0616,MEDELLIN,05001,COL. SAN IGNACIO DE LOYOLA - SD INFANTIL,11,CALLE 47D No. 75-83,-75.5929611947273,6.25433416671941,verde,1,2264,3954,57.26,14,354,465,0,0,0,838,0,0,2264,0,0,0,0
p0617,MEDELLIN,05001,"COL. SAN IGNACIO DE LOYOLA - SD
MAYORES",11,CLL 48 No 68-98,-75.5866542352741,6.25406253075718,verde,1,1596,2848,56.04,11,246,337,0,0,0,641,0,0,1596,0,0,0,0
p0618,MEDELLIN,05001,COL. SAN JOSE DE LAS VEGAS,14,CRA 48 No 7SUR-52,-75.5767581640926,6.19862085360708,verde,1,6507,9316,69.85,31,1280,878,0,0,0,618,0,0,6507,0,0,0,0
p0619,MEDELLIN,05001,COL.SANTA MARIA DEL ROSARIO,14,CALLE 7B SUR No. 29C - 100,-75.5653559504971,6.19258264202586,verde,1,11266,14112,79.83,45,1613,583,0,0,0,595,0,0,11266,0,0,0,0
p0620,MEDELLIN,05001,COLEGIO BETHLEMITAS,11,TRANSVERSAL 36 No 72-93,-75.5954922143607,6.24080942519567,verde,1,4169,6201,67.23,21,693,579,0,0,0,710,0,0,4169,0,0,0,0
p0621,MEDELLIN,05001,COLEGIO CAMPESTRE MANZANARES,14,CARRERA 16 No 12 SUR 28,-75.5564793914334,6.18475823277591,verde,1,754,929,81.16,4,89,46,0,0,0,37,0,0,754,0,0,0,0
p0622,MEDELLIN,05001,COLEGIO EUCARISTICO,09,CRA 28 No 42-62,-75.5535961359991,6.23554294808686,verde,1,2748,5268,52.16,20,339,589,0,0,0,1517,0,0,2748,0,0,0,0
p0623,MEDELLIN,05001,COLEGIO LATINO,12,CRA 86 A # 34 - 64,-75.6034693949552,6.24905732630557,verde,1,3570,5124,69.67,21,538,301,0,0,0,690,0,0,3570,0,0,0,0
p0624,MEDELLIN,05001,COLEGIO PADRE MANYANET,16,CARRERA 84F No. 8 - 29,-75.6088453405816,6.21968464011102,verde,1,4084,6075,67.23,22,493,671,0,0,0,788,0,0,4084,0,0,0,0
p0625,MEDELLIN,05001,COLEGIO PINARES ALTOVERDE,14,CARRERA 35 No 9 SUR 160,-75.5705694075187,6.19110840611496,verde,1,901,1168,77.14,4,119,76,0,0,0,62,0,0,901,0,0,0,0
p0626,MEDELLIN,05001,COLEGIO SALESIANO EL SUFRAGIO,10,KR 39 # 54-31,-75.5580742206209,6.2482936948786,verde,1,5229,9161,57.08,37,899,627,0,0,0,2314,0,0,5229,0,0,0,0
p0627,MEDELLIN,05001,COLEGIO SAN JOSE DE LA SALLE,14,CALLE 9 No 10 337,-75.5468359925992,6.20403317611534,verde,1,671,861,77.93,3,82,59,0,0,0,45,0,0,671,0,0,0,0
p0628,MEDELLIN,05001,COLEGIO SAN JUAN BOSCO,16,CLL 28 No 73-01,-75.5940050841637,6.22924537457425,verde,1,1647,2763,59.61,10,219,350,0,0,0,532,0,0,1647,0,0,0,0
p0629,MEDELLIN,05001,COLEGIO SAN LUCAS,14,CLL 20 SUR No 25B-91,-75.56606314931,6.1812967397386,verde,1,4430,5640,78.55,18,654,301,0,0,0,240,0,0,4430,0,0,0,0
p0630,MEDELLIN,05001,COLISEO SANTA ELENA,90,"CORREGIMIENTO SANTA
ELENA",-75.4971001555855,6.21078407577089,verde,1,1548,3165,48.91,14,250,341,0,0,0,996,0,0,1548,0,0,0,0
p0631,MEDELLIN,05001,CORP. UNIVERSITARIA ADVENTISTA - UNAC,11,CRA 84 No 33AA-01,-75.6093520251819,6.24088499592828,verde,1,3539,5299,66.79,18,400,569,0,0,0,753,0,0,3539,0,0,0,0
p0632,MEDELLIN,05001,ESC NORMAL SUPERIOR ANTIOQUEÑA,09,KR 36A # 48-55,-75.5582033976252,6.24246257855172,verde,1,3688,6561,56.21,28,505,710,0,0,0,1585,0,0,3688,0,0,0,0
p0633,MEDELLIN,05001,"ESTABLECIMIENTO CARCELARIO PEDREGAL
MEDE",00,"KM 6 VIA AL MAR FINCA LA
TERES",-75.6281233601634,6.28353997207964,amarillo,2,15,50,30.0,1,3,2,0,0,0,29,0,0,15,0,0,0,0
p0634,MEDELLIN,05001,ESTADIO ATANASIO GIRARDOT,00,CL 48 # 73 - 10,-75.5901706528607,6.25678210820705,verde,1,10538,15792,66.73,60,1180,634,0,0,0,3068,0,0,10538,0,0,0,0
p0635,MEDELLIN,05001,I.E.ALCALDIA DE MEDELLIN,16,CL 2B NO 79-80,-75.603600615487,6.21262728414803,verde,1,4335,7224,60.01,32,571,517,0,0,0,1500,0,0,4335,0,0,0,0
p0636,MEDELLIN,05001,I.E. ALFONSO MORA NARANJO,04,KR 48A # 77-68,-75.5572176697897,6.27121854160862,verde,1,3526,6195,56.92,28,588,526,0,0,0,1457,0,0,3526,0,0,0,0
p0637,MEDELLIN,05001,I.E.ALFREDO COCK ARANGO,06,KR 72 # 99-55,-75.5734368827177,6.296449124083,verde,1,3523,6033,58.4,28,483,433,0,0,0,1453,0,0,3523,0,0,0,0
p0638,MEDELLIN,05001,I.E AMERICA,12,CALLE 34 EE No. 91-20,-75.6156878035024,6.24570929178178,verde,1,1509,2759,54.69,11,232,349,0,0,0,633,0,0,1509,0,0,0,0
p0639,MEDELLIN,05001,I.E. ASIA IGNACIANA,02,CL 122 # 51B-30,-75.5550337001775,6.30628839853411,verde,1,3651,7783,46.91,41,693,726,0,0,0,2510,0,0,3651,0,0,0,0
p0640,MEDELLIN,05001,I.E. BARRIO SANTA CRUZ,02,CL 103 # 43A - 45,-75.5504001736103,6.29240139148556,verde,1,2565,5617,45.66,32,342,547,0,0,0,2033,0,0,2565,0,0,0,0
p0641,MEDELLIN,05001,I.E.BENJAMIN HERRERA,15,CL 25 # 52-140,-75.579633590099,6.2264501477546,verde,1,3697,5904,62.62,23,494,541,0,0,0,1104,0,0,3697,0,0,0,0
p0642,MEDELLIN,05001,I.E. BLANQUIZAL,13,CR 92DD 57F 41,-75.6054544737888,6.27540740239359,amarillo,2,1510,3627,41.63,20,261,256,0,0,0,1514,0,0,1510,0,0,0,0
p0643,MEDELLIN,05001,I.E. CAMILO C. RESTREPO,15,Cra 65 D # 24-40,-75.5853828080026,6.22575298143614,verde,1,2778,4577,60.69,21,435,378,0,0,0,924,0,0,2778,0,0,0,0
p0644,MEDELLIN,05001,I.E.CAMILO MORA CARRASQUILLA,07,CALLE 62D # 94B-74,-75.6061662204284,6.27827924427197,verde,1,1090,2369,46.01,12,149,249,0,0,0,831,0,0,1090,0,0,0,0
