dept_co,dept_nombre,muni_co,muni_nombre,mesas_total,mesas_escrutadas,pct_mesas_escrutadas,total_votantes,pct_participacion,total_abstencion,votos_nulos,votos_no_marcados,votos_blancos,votos_validos,codcan,codpar,candidato_presidente,candidato_vicepresidente,votos_candidato,pct_votos_candidato
27,SANTANDER,27076,ENCINO,7,7,100.0,1346,61.57,840,4,2,10,1340,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,10,0.74
27,SANTANDER,27076,ENCINO,7,7,100.0,1346,61.57,840,4,2,10,1340,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,4,0.29
27,SANTANDER,27076,ENCINO,7,7,100.0,1346,61.57,840,4,2,10,1340,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,2,0.14
27,SANTANDER,27076,ENCINO,7,7,100.0,1346,61.57,840,4,2,10,1340,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,2,0.14
27,SANTANDER,27076,ENCINO,7,7,100.0,1346,61.57,840,4,2,10,1340,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,1,0.07
27,SANTANDER,27076,ENCINO,7,7,100.0,1346,61.57,840,4,2,10,1340,8,6,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,1,0.07
27,SANTANDER,27076,ENCINO,7,7,100.0,1346,61.57,840,4,2,10,1340,10,5,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,1,0.07
27,SANTANDER,27076,ENCINO,7,7,100.0,1346,61.57,840,4,2,10,1340,13,12,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,1,0.07
27,SANTANDER,27076,ENCINO,7,7,100.0,1346,61.57,840,4,2,10,1340,9,13,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,0,0.0
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,4,10,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,1566,71.08
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,1,7,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,303,13.75
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,11,2,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,246,11.16
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,12,3,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,37,1.67
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,11,0.49
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,11,0.49
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,2,0.09
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,2,0.09
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,2,0.09
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,13,12,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,1,0.04
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,8,6,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,0,0.0
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,9,13,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,0,0.0
27,SANTANDER,27079,ENCISO,15,15,100.0,2219,63.34,1284,11,5,22,2203,10,5,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0.0
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,4,10,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,3765,65.23
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,1,7,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,775,13.42
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,11,2,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,542,9.39
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,12,3,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,436,7.55
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,59,1.02
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,21,0.36
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,8,0.13
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,8,0.13
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,7,0.12
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,8,6,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,4,0.06
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,9,13,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,1,0.01
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,13,12,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,1,0.01
01,ANTIOQUIA,01118,ENTRERRIOS,28,28,100.0,5842,59.47,3980,57,14,144,5771,10,5,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0.0
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,4,10,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,106750,65.4
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,1,7,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,23934,14.66
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,11,2,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,14875,9.11
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,12,3,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,14177,8.68
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,617,0.37
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,552,0.33
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,116,0.07
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,111,0.06
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,67,0.04
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,10,5,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,56,0.03
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,13,12,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,48,0.02
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,8,6,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,35,0.02
01,ANTIOQUIA,01121,ENVIGADO,711,711,100.0,164295,67.1,80522,903,169,1857,163223,9,13,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,28,0.01
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,1,7,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,54162,42.57
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,4,10,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,51858,40.76
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,11,2,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,11073,8.7
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,12,3,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,6053,4.75
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,1233,0.96
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,977,0.76
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,75,0.05
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,13,12,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,74,0.05
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,72,0.05
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,66,0.05
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,8,6,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,46,0.03
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,9,13,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,36,0.02
88,CONSULADOS,88355,ESPAÑA,696,696,100.0,127637,41.44,180359,384,46,1455,127207,10,5,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,27,0.02
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,4,10,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,17320,44.59
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,1,7,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,13830,35.6
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,11,2,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,4686,12.06
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,12,3,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,943,2.42
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,580,1.49
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,360,0.92
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,154,0.39
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,78,0.2
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,38,0.09
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,13,12,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,38,0.09
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,8,6,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,37,0.09
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,9,13,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,30,0.07
29,TOLIMA,29046,ESPINAL,181,181,100.0,39568,62.81,23428,631,99,735,38838,10,5,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,9,0.02
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,4,10,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,155816,72.16
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,1,7,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,32324,14.97
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,11,2,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,17507,8.1
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,12,3,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,7525,3.48
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,1267,0.58
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,489,0.22
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,64,0.02
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,61,0.02
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,58,0.02
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,13,12,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,32,0.01
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,8,6,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,21,0.01
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,10,5,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,16,0.01
88,CONSULADOS,88360,ESTADOS UNIDOS,987,987,100.0,216105,47.57,238157,155,33,723,215917,9,13,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,14,0.01
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,1,7,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,34701,47.75
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,4,10,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,24970,34.35
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,11,2,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,5110,7.03
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,12,3,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,3592,4.94
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,1385,1.9
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,845,1.16
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,160,0.22
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,98,0.13
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,52,0.07
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,13,12,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,48,0.06
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,8,6,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,46,0.06
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,9,13,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,25,0.03
15,CUNDINAMARCA,15076,FACATATIVA,306,306,100.0,74627,71.54,29681,1874,81,1623,72672,10,5,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,17,0.02
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,4,10,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,1518,44.39
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,1,7,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,1268,37.08
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,11,2,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,381,11.14
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,12,3,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,68,1.98
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,65,1.9
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,18,0.52
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,13,0.38
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,11,0.32
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,8,6,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,8,0.23
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,13,12,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,5,0.14
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,9,13,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,4,0.11
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,3,0.08
29,TOLIMA,29049,FALAN,20,20,100.0,3497,55.41,2814,63,15,56,3419,10,5,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,1,0.02
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,4,10,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,2313,50.41
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,11,2,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,757,16.49
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,1,7,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,744,16.21
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,447,9.74
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,12,3,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,135,2.94
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,63,1.37
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,21,0.45
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,11,0.23
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,9,0.19
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,13,12,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,7,0.15
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,9,13,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,5,0.1
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,8,6,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,4,0.08
09,CALDAS,09037,FILADELFIA,30,30,100.0,4715,51.35,4467,91,36,69,4588,10,5,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,3,0.06
26,QUINDIO,26030,FILANDIA,34,34,100.0,6292,57.19,4709,110,25,127,6157,4,10,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,3340,54.24
26,QUINDIO,26030,FILANDIA,34,34,100.0,6292,57.19,4709,110,25,127,6157,1,7,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,1496,24.29
26,QUINDIO,26030,FILANDIA,34,34,100.0,6292,57.19,4709,110,25,127,6157,11,2,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,747,12.13
26,QUINDIO,26030,FILANDIA,34,34,100.0,6292,57.19,4709,110,25,127,6157,12,3,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,246,3.99
26,QUINDIO,26030,FILANDIA,34,34,100.0,6292,57.19,4709,110,25,127,6157,3,8,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,92,1.49
26,QUINDIO,26030,FILANDIA,34,34,100.0,6292,57.19,4709,110,25,127,6157,2,11,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,51,0.82
26,QUINDIO,26030,FILANDIA,34,34,100.0,6292,57.19,4709,110,25,127,6157,5,14,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,15,0.24
26,QUINDIO,26030,FILANDIA,34,34,100.0,6292,57.19,4709,110,25,127,6157,6,4,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,11,0.17
26,QUINDIO,26030,FILANDIA,34,34,100.0,6292,57.19,4709,110,25,127,6157,7,9,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,9,0.14
