id_puesto,puesto,cod_comune,direccion,lon,lat,semaforo,rank_abelardo,votos_abelardo,total_validos,pct_abelardo,n_mesas,v_paloma_valencia,v_sergio_fajardo,v_miguel_uribe_londoño,v_gustavo_matamoros,v_roy_barrera,v_ivan_cepeda,v_santiago_botero,v_sondra_maconllis,v_abelardo_de_la_espriella,v_claudia_lopez,v_luis_gilberto_murillo,v_carlos_caicedo,v_oscar_mauricio_lizcano
p0810,SEC.ESC.LA COLINA,15,KR 52C 12A SUR -23,-75.5917542481526,6.19741966608493,verde,1.0,2990.0,5238.0,57.08,20.0,406.0,583.0,0.0,0.0,0.0,1203.0,0.0,0.0,2990.0,0.0,0.0,0.0,0.0
p0811,SEC. ESC. LA ESPERANZA No 2,01,KR 29 # 102 - 20,-75.5411052238386,6.29116685388909,verde,1.0,1787.0,4297.0,41.59,36.0,433.0,287.0,0.0,0.0,0.0,1644.0,0.0,0.0,1787.0,0.0,0.0,0.0,0.0
p0812,SEC ESC LA FRONTERA,02,CALLE 122 No 50A 14,-75.552652880759,6.30574568136459,verde,1.0,1078.0,2468.0,43.68,12.0,133.0,247.0,0.0,0.0,0.0,941.0,0.0,0.0,1078.0,0.0,0.0,0.0,0.0
p0813,SEC. ESC. LEON DE GREIFF,06,CL 101CC # 82E-72,-75.5807233462768,6.30218131344342,verde,1.0,2097.0,3872.0,54.16,19.0,363.0,308.0,0.0,0.0,0.0,1013.0,0.0,0.0,2097.0,0.0,0.0,0.0,0.0
p0814,SEC.ESC. MANUEL URIBE ANGEL,02,KR 49A #107-65,-75.5537101125958,6.29803059537799,verde,1.0,3745.0,8203.0,45.65,42.0,585.0,684.0,0.0,0.0,0.0,2987.0,0.0,0.0,3745.0,0.0,0.0,0.0,0.0
p0815,SEC. ESC. MEDELLIN,01,CL 96 # 36-45,-75.5463439419925,6.28682287549366,verde,1.0,2362.0,4754.0,49.68,26.0,458.0,358.0,0.0,0.0,0.0,1436.0,0.0,0.0,2362.0,0.0,0.0,0.0,0.0
p0816,SEC. ESC. MONSEÑOR PERDOMO,13,CL 44 # 97-14,-75.6141498683713,6.25619406071847,verde,1.0,4127.0,6648.0,62.08,28.0,731.0,494.0,0.0,0.0,0.0,1204.0,0.0,0.0,4127.0,0.0,0.0,0.0,0.0
p0817,SEC.ESC.NIÑO JESUS DE PRAGA,08,CALLE 57C No. 23-200,-75.5458064015143,6.24859425052794,verde,1.0,1391.0,3222.0,43.17,14.0,214.0,225.0,0.0,0.0,0.0,1307.0,0.0,0.0,1391.0,0.0,0.0,0.0,0.0
p0818,SEC. ESC. NUEVO HORIZONTE 2,01,CARRERA 37 No 107AA 21,-75.5456065901523,6.29767812768782,amarillo,2.0,1138.0,2783.0,40.89,32.0,131.0,198.0,0.0,0.0,0.0,1228.0,0.0,0.0,1138.0,0.0,0.0,0.0,0.0
p0819,SEC. ESC. PEDRO DE CASTRO,12,CL 40 # 86A-101,-75.6082621376314,6.24867996662925,verde,1.0,2979.0,3955.0,75.32,15.0,419.0,156.0,0.0,0.0,0.0,371.0,0.0,0.0,2979.0,0.0,0.0,0.0,0.0
p0820,SEC.ESC.PIO XII,13,KR 98 # 44-52,-75.6139656751284,6.25645879236548,verde,1.0,3024.0,5210.0,58.04,23.0,449.0,418.0,0.0,0.0,0.0,1222.0,0.0,0.0,3024.0,0.0,0.0,0.0,0.0
p0821,SEC. ESC. PORFIRIO BARBA JACOB,04,CR 47 74 32,-75.5565640183536,6.2687825079137,verde,1.0,325.0,664.0,48.95,3.0,51.0,66.0,0.0,0.0,0.0,211.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0
p0822,SEC.ESC.RAFAEL URIBE URIBE,12,CARRERA 83 No. 42C - 54,-75.60430264,6.248690842,verde,1.0,1231.0,2328.0,52.88,11.0,200.0,307.0,0.0,0.0,0.0,458.0,0.0,0.0,1231.0,0.0,0.0,0.0,0.0
p0823,SEC. ESC. REPUBLICA DE COSTA RICA,15,CARRERA 52 No 7 SUR -23,-75.5880814138367,6.20283867531398,verde,1.0,3536.0,5862.0,60.32,24.0,611.0,466.0,0.0,0.0,0.0,1169.0,0.0,0.0,3536.0,0.0,0.0,0.0,0.0
p0824,SEC. ESC. REPUBLICA DE PANAMA,13,KR 88 # 49DD-70,-75.6061726885573,6.26297416469676,verde,1.0,2516.0,4058.0,62.0,17.0,337.0,271.0,0.0,0.0,0.0,874.0,0.0,0.0,2516.0,0.0,0.0,0.0,0.0
p0825,SEC ESC SAN JOSE (IE MANUELA BELTRAN),03,CL 71 No 33-18,-75.5457995808589,6.2655848405348,verde,1.0,3867.0,8257.0,46.83,42.0,597.0,700.0,0.0,0.0,0.0,2869.0,0.0,0.0,3867.0,0.0,0.0,0.0,0.0
p0826,SEC.ESC.SAN MARTIN DE PORRES,06,KR 75A # 97-135,-75.5785834332816,6.29591769803768,verde,1.0,2362.0,4340.0,54.42,20.0,389.0,366.0,0.0,0.0,0.0,1137.0,0.0,0.0,2362.0,0.0,0.0,0.0,0.0
p0827,SEC. ESC. SANTA LUCIA,12,KR 89A # 47DD-71,-75.6056809586786,6.25781004960638,verde,1.0,4465.0,7007.0,63.72,28.0,584.0,564.0,0.0,0.0,0.0,1260.0,0.0,0.0,4465.0,0.0,0.0,0.0,0.0
p0828,SEC.ESC. SANTA MARGARITA,07,KR 105B # 62-68,-75.6158760616786,6.27663032447751,verde,1.0,2133.0,4617.0,46.2,24.0,379.0,374.0,0.0,0.0,0.0,1585.0,0.0,0.0,2133.0,0.0,0.0,0.0,0.0
p0829,SEC. ESC. SANTISIMA TRINIDAD,15,CL 26 65B 100,-75.5864392179291,6.22802388411243,verde,1.0,19.0,39.0,48.72,1.0,4.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
p0830,SEC. ESC. SOFIA OSPINA DE NAVARRO,16,CALLE 32 No. 65-20,-75.5829747352203,6.23509524158148,verde,1.0,2777.0,3762.0,73.82,15.0,397.0,205.0,0.0,0.0,0.0,353.0,0.0,0.0,2777.0,0.0,0.0,0.0,0.0
p0831,SEC ESC SOR MARIA LUISA COURBIN,08,KR 12 # 52-44,-75.5383920851601,6.23375102407936,verde,1.0,2395.0,4423.0,54.15,23.0,433.0,282.0,0.0,0.0,0.0,1187.0,0.0,0.0,2395.0,0.0,0.0,0.0,0.0
p0832,SEC ESC TOMAS CARRASQUILLA No 1,04,CRA 52 No 92 - 05,-75.5631898695226,6.28369520485718,verde,1.0,544.0,1242.0,43.8,5.0,59.0,118.0,0.0,0.0,0.0,497.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0
p0833,SEC ESC TOSCANA,05,CLL 111G No 64A-16,-75.5593472389348,6.30624033292474,verde,1.0,873.0,1900.0,45.95,8.0,116.0,192.0,0.0,0.0,0.0,683.0,0.0,0.0,873.0,0.0,0.0,0.0,0.0
p0834,SEC ESC TRICENTENARIO,05,CRA 63A No 94A-23,-75.5645635387528,6.29223542853768,verde,1.0,2841.0,6020.0,47.19,27.0,404.0,672.0,0.0,0.0,0.0,2030.0,0.0,0.0,2841.0,0.0,0.0,0.0,0.0
p0835,SEC. ESC. VEINTE DE JULIO,13,CR 106 38 40,-75.6183808792967,6.25208203968056,verde,1.0,225.0,483.0,46.58,3.0,30.0,56.0,0.0,0.0,0.0,164.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0
p0836,SEC. ESC. VILLA TURBAY,08,KR 2 # 55F-17,-75.5301167729546,6.23582789654241,amarillo,2.0,919.0,2372.0,38.74,14.0,212.0,181.0,0.0,0.0,0.0,972.0,0.0,0.0,919.0,0.0,0.0,0.0,0.0
p0837,"SECCION ESCUELA ALEJANDRO
ECHAVARRIA",09,CARRERA 16 NO 49B 8,-75.5424115800078,6.23491119379597,verde,1.0,1433.0,3016.0,47.51,12.0,179.0,266.0,0.0,0.0,0.0,1079.0,0.0,0.0,1433.0,0.0,0.0,0.0,0.0
p0838,SECCION ESCUELA CARLOS FRANCO,16,CARRERA 77 No 25 67,-75.5975780274351,6.22795047226118,verde,1.0,340.0,618.0,55.02,2.0,39.0,57.0,0.0,0.0,0.0,177.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0
p0839,SECCION ESCUELA HOGAR ANTIOQUIA,08,CR 12 52 42,-75.5389167505955,6.23407109150337,verde,1.0,790.0,1523.0,51.87,9.0,125.0,98.0,0.0,0.0,0.0,469.0,0.0,0.0,790.0,0.0,0.0,0.0,0.0
p0840,SENA,10,CL 51 # 57-70,-75.5752146313018,6.25492070603386,verde,1.0,1683.0,2995.0,56.19,16.0,250.0,164.0,0.0,0.0,0.0,825.0,0.0,0.0,1683.0,0.0,0.0,0.0,0.0
p0841,SENA PEDREGAL,06,CL 104 69 120,-75.568561569866,6.30207801111797,verde,1.0,84.0,200.0,42.0,1.0,9.0,33.0,0.0,0.0,0.0,71.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0
p0842,SENA - SEDE BUENOS AIRES,09,CLL 48 No 28-00,-75.5523085999975,6.23947859405442,amarillo,2.0,732.0,1897.0,38.59,10.0,81.0,237.0,0.0,0.0,0.0,817.0,0.0,0.0,732.0,0.0,0.0,0.0,0.0
p0843,TECNOLOGICO DE ANTIOQUIA,07,CALLE 78B # 72A-220,-75.5831927341683,6.27994372598423,verde,1.0,3872.0,7877.0,49.16,30.0,549.0,1079.0,0.0,0.0,0.0,2293.0,0.0,0.0,3872.0,0.0,0.0,0.0,0.0
p0844,TERMINAL DE TRANSPORTES DEL NORTE,05,CR 64 C No 78 580,-75.5713458524746,6.2789919855988,verde,1.0,680.0,1607.0,42.31,8.0,124.0,152.0,0.0,0.0,0.0,621.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0
p0845,UNID.DEPORTIVA ANDRES ESCOBAR,16,CR 66B 30A 49 AUDITORIOS DE LA BOLERA,-75.5873212553138,6.23288345794317,verde,1.0,1922.0,3401.0,56.51,12.0,331.0,437.0,0.0,0.0,0.0,686.0,0.0,0.0,1922.0,0.0,0.0,0.0,0.0
p0846,UNIVERSIDAD CLARETIANA,10,CARRERA 55A # 61-06,-75.5700410419034,6.2604302901465,amarillo,2.0,464.0,1997.0,23.23,8.0,94.0,327.0,0.0,0.0,0.0,1092.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0
p0847,UNIVERSIDAD DE MEDELLIN,16,KR 87 # 30-65,-75.6099796263254,6.2315900726161,verde,1.0,5648.0,9129.0,61.87,39.0,857.0,867.0,0.0,0.0,0.0,1639.0,0.0,0.0,5648.0,0.0,0.0,0.0,0.0
p0848,UNIVERSIDAD EAFIT,14,KR 49 # 7 SUR 50,-75.5792119555909,6.19961451578806,verde,1.0,7824.0,10414.0,75.13,37.0,1498.0,539.0,0.0,0.0,0.0,516.0,0.0,0.0,7824.0,0.0,0.0,0.0,0.0
p0849,UNIVERSIDAD PONTIFICIA BOLIVARIANA,11,CIR 1 No 70 - 01,-75.5893623546487,6.24235602582851,verde,1.0,6067.0,10569.0,57.4,37.0,952.0,1482.0,0.0,0.0,0.0,2001.0,0.0,0.0,6067.0,0.0,0.0,0.0,0.0
