id_puesto,puesto,cod_comune,direccion,lon,lat,semaforo,rank_abelardo,votos_abelardo,total_validos,pct_abelardo,n_mesas,v_paloma_valencia,v_sergio_fajardo,v_miguel_uribe_londoño,v_gustavo_matamoros,v_roy_barrera,v_ivan_cepeda,v_santiago_botero,v_sondra_maconllis,v_abelardo_de_la_espriella,v_claudia_lopez,v_luis_gilberto_murillo,v_carlos_caicedo,v_oscar_mauricio_lizcano
p0600,ALCALDIA MUNICIPAL (SOTANO),10,CL 44 # 52-165,-75.573693258162,6.24481434144119,verde,1.0,4437.0,7746.0,57.28,40.0,807.0,468.0,0.0,0.0,0.0,1909.0,0.0,0.0,4437.0,0.0,0.0,0.0,0.0
p0601,C.E. JUAN ANDRES PATIÑO,90,"CORREGIMIENTO SANTA
ELENA",-75.4799755784379,6.23197894711261,verde,1.0,205.0,425.0,48.24,2.0,40.0,44.0,0.0,0.0,0.0,134.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0
p0602,C.E. MARIA PAULINA TABORDA,70,"CLL 34 AB 126B 301 - VDA
TRAVESIAS EL CORAZON",-75.6362051146259,6.24788932345022,verde,1.0,109.0,212.0,51.42,1.0,22.0,17.0,0.0,0.0,0.0,60.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0
p0603,C.E. MEDIA LUNA,90,"CORREGIMIENTO SANTA
ELENA",-75.5176584479491,6.23837955350542,verde,1.0,100.0,162.0,61.73,1.0,15.0,11.0,0.0,0.0,0.0,35.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
p0604,C4TA CIUDADELA,12,CL 42C 95 51,-75.6137856228027,6.25347088063649,verde,1.0,1044.0,2118.0,49.29,9.0,156.0,247.0,0.0,0.0,0.0,649.0,0.0,0.0,1044.0,0.0,0.0,0.0,0.0
p0605,CASA DE GOBIERNO SANTA ELENA,90,"CORREGIMIENTO SANTA
ELENA",-75.4976222479098,6.20956799172564,verde,1.0,1255.0,2256.0,55.63,9.0,327.0,158.0,0.0,0.0,0.0,477.0,0.0,0.0,1255.0,0.0,0.0,0.0,0.0
p0606,CENTRO CARLOS LLERAS RESTREPO,00,CALLE 65C No. 94C-80,-75.6025791697869,6.28525133385359,verde,1.0,46.0,103.0,44.66,2.0,10.0,3.0,0.0,0.0,0.0,40.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
p0607,CENTRO COMERCIAL SAN DIEGO,10,CL 34 # 43-66,-75.5692212578617,6.23510426136417,verde,1.0,6737.0,9977.0,67.53,39.0,1174.0,635.0,0.0,0.0,0.0,1360.0,0.0,0.0,6737.0,0.0,0.0,0.0,0.0
p0608,CENTRO DE DESARROLLO SOCIAL (CDS),80,CRA 79 No 40 SUR - 40,-75.6558790664324,6.18540887478528,verde,1.0,2344.0,4839.0,48.44,20.0,371.0,427.0,0.0,0.0,0.0,1564.0,0.0,0.0,2344.0,0.0,0.0,0.0,0.0
p0609,CENTRO EDUCATIVO EL MANZANILLO,70,"CLL 5A SUR No 89A - 11
VEREDA MANZANILLO",-75.6141764090668,6.20670567399244,verde,1.0,553.0,851.0,64.98,4.0,76.0,62.0,0.0,0.0,0.0,146.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0
p0610,COL AGUSTINIANO DE SAN NICOLAS,04,KR 48 # 93-13,-75.5555363267569,6.28476235428265,verde,1.0,4753.0,8223.0,57.8,36.0,787.0,677.0,0.0,0.0,0.0,1864.0,0.0,0.0,4753.0,0.0,0.0,0.0,0.0
p0611,"COL. CALASANZ (FEM) CAMPESTRE
ESCOLAPIAS",11,CL 55 76A 71 (COLISEO),-75.5906139763586,6.26563225234426,verde,1.0,5446.0,8660.0,62.89,30.0,742.0,1027.0,0.0,0.0,0.0,1385.0,0.0,0.0,5446.0,0.0,0.0,0.0,0.0
p0612,"COL DE LA COMPAÑIA DE MARIA LA
ENSEÑANZA",14,CALLE 9 SUR No 37-345,-75.5743729977304,6.19493669066274,verde,1.0,5309.0,6676.0,79.52,23.0,898.0,206.0,0.0,0.0,0.0,247.0,0.0,0.0,5309.0,0.0,0.0,0.0,0.0
p0613,COL LA INMACULADA,16,CRA 76 No 12-57,-75.5986170489363,6.22114232016575,verde,1.0,5510.0,8462.0,65.11,29.0,662.0,987.0,0.0,0.0,0.0,1253.0,0.0,0.0,5510.0,0.0,0.0,0.0,0.0
p0614,COL.MARYMOUNT,,,,,,,,,,,,,,,,,,,,,,,
p0615,COL MAYOR DE ANTIOQUIA,07,CRA 78 No 65-46,-75.5920186302599,6.27323894659604,verde,1.0,1672.0,4059.0,41.19,16.0,286.0,648.0,0.0,0.0,0.0,1418.0,0.0,0.0,1672.0,0.0,0.0,0.0,0.0
p0616,COL. SAN IGNACIO DE LOYOLA - SD INFANTIL,11,CALLE 47D No. 75-83,-75.5929611947273,6.25433416671941,verde,1.0,2264.0,3954.0,57.26,14.0,354.0,465.0,0.0,0.0,0.0,838.0,0.0,0.0,2264.0,0.0,0.0,0.0,0.0
p0617,"COL. SAN IGNACIO DE LOYOLA - SD
MAYORES",11,CLL 48 No 68-98,-75.5866542352741,6.25406253075718,verde,1.0,1596.0,2848.0,56.04,11.0,246.0,337.0,0.0,0.0,0.0,641.0,0.0,0.0,1596.0,0.0,0.0,0.0,0.0
p0618,COL. SAN JOSE DE LAS VEGAS,14,CRA 48 No 7SUR-52,-75.5767581640926,6.19862085360708,verde,1.0,6507.0,9316.0,69.85,31.0,1280.0,878.0,0.0,0.0,0.0,618.0,0.0,0.0,6507.0,0.0,0.0,0.0,0.0
p0619,COL.SANTA MARIA DEL ROSARIO · El Tesoro,14,CALLE 7B SUR No. 29C - 100,-75.5653559504971,6.19258264202586,verde,1.0,11266.0,14112.0,79.83,45.0,1613.0,583.0,0.0,0.0,0.0,595.0,0.0,0.0,11266.0,0.0,0.0,0.0,0.0
p0620,COLEGIO BETHLEMITAS,11,TRANSVERSAL 36 No 72-93,-75.5954922143607,6.24080942519567,verde,1.0,4169.0,6201.0,67.23,21.0,693.0,579.0,0.0,0.0,0.0,710.0,0.0,0.0,4169.0,0.0,0.0,0.0,0.0
p0621,COLEGIO CAMPESTRE MANZANARES,14,CARRERA 16 No 12 SUR 28,-75.5564793914334,6.18475823277591,verde,1.0,754.0,929.0,81.16,4.0,89.0,46.0,0.0,0.0,0.0,37.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0
p0622,COLEGIO EUCARISTICO,09,CRA 28 No 42-62,-75.5535961359991,6.23554294808686,verde,1.0,2748.0,5268.0,52.16,20.0,339.0,589.0,0.0,0.0,0.0,1517.0,0.0,0.0,2748.0,0.0,0.0,0.0,0.0
p0623,COLEGIO LATINO,12,CRA 86 A # 34 - 64,-75.6034693949552,6.24905732630557,verde,1.0,3570.0,5124.0,69.67,21.0,538.0,301.0,0.0,0.0,0.0,690.0,0.0,0.0,3570.0,0.0,0.0,0.0,0.0
p0624,COLEGIO PADRE MANYANET,16,CARRERA 84F No. 8 - 29,-75.6088453405816,6.21968464011102,verde,1.0,4084.0,6075.0,67.23,22.0,493.0,671.0,0.0,0.0,0.0,788.0,0.0,0.0,4084.0,0.0,0.0,0.0,0.0
p0625,COLEGIO PINARES ALTOVERDE,14,CARRERA 35 No 9 SUR 160,-75.5705694075187,6.19110840611496,verde,1.0,901.0,1168.0,77.14,4.0,119.0,76.0,0.0,0.0,0.0,62.0,0.0,0.0,901.0,0.0,0.0,0.0,0.0
p0626,COLEGIO SALESIANO EL SUFRAGIO,10,KR 39 # 54-31,-75.5580742206209,6.2482936948786,verde,1.0,5229.0,9161.0,57.08,37.0,899.0,627.0,0.0,0.0,0.0,2314.0,0.0,0.0,5229.0,0.0,0.0,0.0,0.0
p0627,COLEGIO SAN JOSE DE LA SALLE,14,CALLE 9 No 10 337,-75.5468359925992,6.20403317611534,verde,1.0,671.0,861.0,77.93,3.0,82.0,59.0,0.0,0.0,0.0,45.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0
p0628,COLEGIO SAN JUAN BOSCO,16,CLL 28 No 73-01,-75.5940050841637,6.22924537457425,verde,1.0,1647.0,2763.0,59.61,10.0,219.0,350.0,0.0,0.0,0.0,532.0,0.0,0.0,1647.0,0.0,0.0,0.0,0.0
p0629,COLEGIO SAN LUCAS,14,CLL 20 SUR No 25B-91,-75.56606314931,6.1812967397386,verde,1.0,4430.0,5640.0,78.55,18.0,654.0,301.0,0.0,0.0,0.0,240.0,0.0,0.0,4430.0,0.0,0.0,0.0,0.0
p0630,COLISEO SANTA ELENA,90,"CORREGIMIENTO SANTA
ELENA",-75.4971001555855,6.21078407577089,verde,1.0,1548.0,3165.0,48.91,14.0,250.0,341.0,0.0,0.0,0.0,996.0,0.0,0.0,1548.0,0.0,0.0,0.0,0.0
p0631,CORP. UNIVERSITARIA ADVENTISTA - UNAC,11,CRA 84 No 33AA-01,-75.6093520251819,6.24088499592828,verde,1.0,3539.0,5299.0,66.79,18.0,400.0,569.0,0.0,0.0,0.0,753.0,0.0,0.0,3539.0,0.0,0.0,0.0,0.0
p0632,ESC NORMAL SUPERIOR ANTIOQUEÑA,09,KR 36A # 48-55,-75.5582033976252,6.24246257855172,verde,1.0,3688.0,6561.0,56.21,28.0,505.0,710.0,0.0,0.0,0.0,1585.0,0.0,0.0,3688.0,0.0,0.0,0.0,0.0
p0633,"ESTABLECIMIENTO CARCELARIO PEDREGAL
MEDE",00,"KM 6 VIA AL MAR FINCA LA
TERES",-75.6281233601634,6.28353997207964,amarillo,2.0,15.0,50.0,30.0,1.0,3.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
p0634,ESTADIO ATANASIO GIRARDOT,00,CL 48 # 73 - 10,-75.5901706528607,6.25678210820705,verde,1.0,10538.0,15792.0,66.73,60.0,1180.0,634.0,0.0,0.0,0.0,3068.0,0.0,0.0,10538.0,0.0,0.0,0.0,0.0
p0635,I.E.ALCALDIA DE MEDELLIN,16,CL 2B NO 79-80,-75.603600615487,6.21262728414803,verde,1.0,4335.0,7224.0,60.01,32.0,571.0,517.0,0.0,0.0,0.0,1500.0,0.0,0.0,4335.0,0.0,0.0,0.0,0.0
p0636,I.E. ALFONSO MORA NARANJO,04,KR 48A # 77-68,-75.5572176697897,6.27121854160862,verde,1.0,3526.0,6195.0,56.92,28.0,588.0,526.0,0.0,0.0,0.0,1457.0,0.0,0.0,3526.0,0.0,0.0,0.0,0.0
p0637,I.E.ALFREDO COCK ARANGO,06,KR 72 # 99-55,-75.5734368827177,6.296449124083,verde,1.0,3523.0,6033.0,58.4,28.0,483.0,433.0,0.0,0.0,0.0,1453.0,0.0,0.0,3523.0,0.0,0.0,0.0,0.0
p0638,I.E AMERICA,12,CALLE 34 EE No. 91-20,-75.6156878035024,6.24570929178178,verde,1.0,1509.0,2759.0,54.69,11.0,232.0,349.0,0.0,0.0,0.0,633.0,0.0,0.0,1509.0,0.0,0.0,0.0,0.0
p0639,I.E. ASIA IGNACIANA,02,CL 122 # 51B-30,-75.5550337001775,6.30628839853411,verde,1.0,3651.0,7783.0,46.91,41.0,693.0,726.0,0.0,0.0,0.0,2510.0,0.0,0.0,3651.0,0.0,0.0,0.0,0.0
p0640,I.E. BARRIO SANTA CRUZ,02,CL 103 # 43A - 45,-75.5504001736103,6.29240139148556,verde,1.0,2565.0,5617.0,45.66,32.0,342.0,547.0,0.0,0.0,0.0,2033.0,0.0,0.0,2565.0,0.0,0.0,0.0,0.0
p0641,I.E.BENJAMIN HERRERA,15,CL 25 # 52-140,-75.579633590099,6.2264501477546,verde,1.0,3697.0,5904.0,62.62,23.0,494.0,541.0,0.0,0.0,0.0,1104.0,0.0,0.0,3697.0,0.0,0.0,0.0,0.0
p0642,I.E. BLANQUIZAL,13,CR 92DD 57F 41,-75.6054544737888,6.27540740239359,amarillo,2.0,1510.0,3627.0,41.63,20.0,261.0,256.0,0.0,0.0,0.0,1514.0,0.0,0.0,1510.0,0.0,0.0,0.0,0.0
p0643,I.E. CAMILO C. RESTREPO,15,Cra 65 D # 24-40,-75.5853828080026,6.22575298143614,verde,1.0,2778.0,4577.0,60.69,21.0,435.0,378.0,0.0,0.0,0.0,924.0,0.0,0.0,2778.0,0.0,0.0,0.0,0.0
p0644,I.E.CAMILO MORA CARRASQUILLA,07,CALLE 62D # 94B-74,-75.6061662204284,6.27827924427197,verde,1.0,1090.0,2369.0,46.01,12.0,149.0,249.0,0.0,0.0,0.0,831.0,0.0,0.0,1090.0,0.0,0.0,0.0,0.0
p0645,I.E. CAMPO VALDES,04,CL 83 # 47-33,-75.5558854217905,6.27565982985049,verde,1.0,3819.0,7574.0,50.42,35.0,506.0,798.0,0.0,0.0,0.0,2333.0,0.0,0.0,3819.0,0.0,0.0,0.0,0.0
p0646,I.E. CAPILLA DEL ROSARIO,16,CALLE 6 SUR No. 79 - 195,-75.6019875088249,6.20515638623111,verde,1.0,2046.0,3585.0,57.07,13.0,274.0,441.0,0.0,0.0,0.0,781.0,0.0,0.0,2046.0,0.0,0.0,0.0,0.0
p0647,I.E. CARLOS VIECO ORTIZ,13,CALLE 40 No. 105 - 36,-75.6199653017967,6.25541309019425,verde,1.0,1980.0,4142.0,47.8,19.0,272.0,467.0,0.0,0.0,0.0,1354.0,0.0,0.0,1980.0,0.0,0.0,0.0,0.0
p0648,"I.E. CENTRO FORMATIVO DE ANTIOQUIA -
CEFA",10,CL 50 # 41-55,-75.5617822227897,6.24647090240853,verde,1.0,5518.0,10762.0,51.27,46.0,1060.0,843.0,0.0,0.0,0.0,3200.0,0.0,0.0,5518.0,0.0,0.0,0.0,0.0
p0649,I.E. CIUDADELA LAS AMERICAS,06,CL 111 # 79-77,-75.5752581486219,6.30866201236336,verde,1.0,3711.0,7085.0,52.38,34.0,551.0,664.0,0.0,0.0,0.0,2038.0,0.0,0.0,3711.0,0.0,0.0,0.0,0.0
p0650,I.E. CONCEJO DE MEDELLIN,12,KR 82 # 47A-65,-75.6005217063114,6.25827562029093,verde,1.0,7932.0,12291.0,64.54,47.0,1337.0,945.0,0.0,0.0,0.0,1933.0,0.0,0.0,7932.0,0.0,0.0,0.0,0.0
p0651,I.E.CRISTO REY,15,CALLE 2 SUR No. 50D - 30,-75.581788797889,6.20528863323103,verde,1.0,4347.0,6569.0,66.17,28.0,611.0,501.0,0.0,0.0,0.0,1044.0,0.0,0.0,4347.0,0.0,0.0,0.0,0.0
p0652,I.E. DEBORA ARANGO PEREZ,70,CL 18 103 160 ALTAVISTA,-75.6263357793434,6.22378516350669,verde,1.0,2546.0,5080.0,50.12,27.0,357.0,372.0,0.0,0.0,0.0,1656.0,0.0,0.0,2546.0,0.0,0.0,0.0,0.0
p0653,I.E. DINAMARCA,05,Calle 91 No 65-119,-75.5729521270142,6.2825645007831,verde,1.0,1928.0,4142.0,46.55,18.0,249.0,487.0,0.0,0.0,0.0,1411.0,0.0,0.0,1928.0,0.0,0.0,0.0,0.0
p0654,I.E. DOCE DE OCTUBRE,06,KR 77B # 103-05,-75.5768907220333,6.30294598950354,verde,1.0,2579.0,4368.0,59.04,19.0,508.0,288.0,0.0,0.0,0.0,894.0,0.0,0.0,2579.0,0.0,0.0,0.0,0.0
p0655,I.E.EDUARDO SANTOS,13,CALLE 43 No. 120C - 77,-75.6289704108123,6.2587324791211,verde,1.0,1522.0,3197.0,47.61,15.0,240.0,295.0,0.0,0.0,0.0,1070.0,0.0,0.0,1522.0,0.0,0.0,0.0,0.0
p0656,I.E. EL BOSQUE,04,Cra 58 # 85B 81,-75.5670925637368,6.2800006957105,amarillo,2.0,1009.0,2589.0,38.97,14.0,157.0,204.0,0.0,0.0,0.0,1174.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0
p0657,I.E.EL CORAZON,13,CR 116 F 34A 131,-75.6298617903313,6.24734513133079,verde,1.0,981.0,2174.0,45.12,11.0,137.0,195.0,0.0,0.0,0.0,790.0,0.0,0.0,981.0,0.0,0.0,0.0,0.0
p0658,I.E.EL DIAMANTE (SEDE BTO),07,CARRERA 87 No. 79-05,-75.588139141341,6.28602012752246,verde,1.0,2661.0,5643.0,47.16,26.0,293.0,700.0,0.0,0.0,0.0,1894.0,0.0,0.0,2661.0,0.0,0.0,0.0,0.0
p0659,I.E. EL TRIUNFO SANTA TERESA,06,CL 104 D 82 GG 20,-75.5811799214672,6.30660471293869,verde,1.0,1040.0,2421.0,42.96,11.0,152.0,244.0,0.0,0.0,0.0,949.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0
p0660,I.E. FATIMA NUTIBARA,16,CARRERA 65A No. 32B - 120,-75.5832441938044,6.23670918406363,verde,1.0,4930.0,7481.0,65.9,28.0,717.0,665.0,0.0,0.0,0.0,1100.0,0.0,0.0,4930.0,0.0,0.0,0.0,0.0
p0661,I.E.FE Y ALEGRIA GRANIZAL,01,Cra 39A # 104-23,-75.5477471497581,6.29291370227182,amarillo,2.0,787.0,2240.0,35.13,15.0,108.0,180.0,0.0,0.0,0.0,1105.0,0.0,0.0,787.0,0.0,0.0,0.0,0.0
p0662,I.E.FE Y ALEGRIA SAN JOSE,07,CALLE 86 # 92-60,-75.5902793783011,6.29120180505651,verde,1.0,1750.0,3767.0,46.46,17.0,257.0,370.0,0.0,0.0,0.0,1269.0,0.0,0.0,1750.0,0.0,0.0,0.0,0.0
p0663,I.E.FEDERICO CARRASQUILLA,01,Cra 45 # 108-110,-75.549420306043,6.29862704240668,amarillo,2.0,990.0,2738.0,36.16,16.0,149.0,255.0,0.0,0.0,0.0,1269.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0
p0664,I.E.FRANCISCO ANTONIO ZEA,12,KR 82 # 35-40,-75.6039200039357,6.24378173719589,verde,1.0,2734.0,4241.0,64.47,15.0,334.0,507.0,0.0,0.0,0.0,637.0,0.0,0.0,2734.0,0.0,0.0,0.0,0.0
p0665,I.E. FRANCISCO MIRANDA,04,KR 51C # 79-56,-75.5636009050477,6.27408025138281,verde,1.0,4237.0,7927.0,53.45,41.0,681.0,583.0,0.0,0.0,0.0,2240.0,0.0,0.0,4237.0,0.0,0.0,0.0,0.0
p0666,I.E FUNDADORES,13,CR 101 47C 85,-75.6165769430638,6.25940741717377,verde,1.0,2393.0,3739.0,64.0,16.0,321.0,230.0,0.0,0.0,0.0,725.0,0.0,0.0,2393.0,0.0,0.0,0.0,0.0
p0667,I.E. GABRIELA GOMEZ CARVAJAL,09,KR 32 # 34-06,-75.5598219397776,6.23149739939563,verde,1.0,3391.0,6557.0,51.72,28.0,482.0,613.0,0.0,0.0,0.0,1936.0,0.0,0.0,3391.0,0.0,0.0,0.0,0.0
p0668,I.E. GILBERTO ALZATE AVENDAÑO,04,CL 92 # 51A-100,-75.5628083029766,6.28367002845757,verde,1.0,3550.0,6828.0,51.99,33.0,504.0,607.0,0.0,0.0,0.0,2044.0,0.0,0.0,3550.0,0.0,0.0,0.0,0.0
p0669,I.E.GUADALUPANO LA SALLE,09,CALLE 49 No. 17 B 21,-75.5443172964534,6.23633730965703,verde,1.0,3858.0,7075.0,54.53,32.0,614.0,641.0,0.0,0.0,0.0,1830.0,0.0,0.0,3858.0,0.0,0.0,0.0,0.0
p0670,I.E.GUADALUPE,01,Cra 42B 95A -23,-75.5499085739855,6.28682297719246,verde,1.0,1629.0,3662.0,44.48,25.0,251.0,349.0,0.0,0.0,0.0,1337.0,0.0,0.0,1629.0,0.0,0.0,0.0,0.0
p0671,I.E. GUILLERMO VALENCIA,16,CALLE 23 No. 78 - 48,-75.5989446245302,6.2267596271706,verde,1.0,3564.0,5596.0,63.69,23.0,437.0,506.0,0.0,0.0,0.0,1029.0,0.0,0.0,3564.0,0.0,0.0,0.0,0.0
p0672,I.E. HECTOR ABAD GOMEZ,10,CL 50 #39-65,-75.5604212243543,6.24582940681995,verde,1.0,3707.0,7265.0,51.03,31.0,653.0,542.0,0.0,0.0,0.0,2269.0,0.0,0.0,3707.0,0.0,0.0,0.0,0.0
p0673,I.E. HERNAN TORO AGUDELO,03,Cra 45 # 72-80,-75.5548682029275,6.26817765365757,verde,1.0,4599.0,8679.0,52.99,39.0,747.0,853.0,0.0,0.0,0.0,2350.0,0.0,0.0,4599.0,0.0,0.0,0.0,0.0
p0674,I.E HORACIO MUÑOZ SUESCUN,16,CL 32 # 86-35,-75.6094223250079,6.2343334765491,verde,1.0,3451.0,5298.0,65.14,23.0,469.0,431.0,0.0,0.0,0.0,907.0,0.0,0.0,3451.0,0.0,0.0,0.0,0.0
p0675,I.E. INEM JOSE FELIX DE RESTREPO,14,CARRERA 48 No. 1 - 125,-75.5777566830058,6.20654323437735,verde,1.0,5810.0,8171.0,71.11,30.0,1120.0,602.0,0.0,0.0,0.0,598.0,0.0,0.0,5810.0,0.0,0.0,0.0,0.0
p0676,I.E. JAVIERA LONDOÑO,10,CLL 53 No 40-65,-75.5600100695012,6.24863449498976,verde,1.0,1396.0,3036.0,45.98,12.0,199.0,322.0,0.0,0.0,0.0,1081.0,0.0,0.0,1396.0,0.0,0.0,0.0,0.0
p0677,I.E. JAVIERA LONDOÑO SEVILLA,04,CL 71 # 51D-26,-75.5649638976718,6.26794787749851,amarillo,2.0,3159.0,7839.0,40.3,35.0,491.0,824.0,0.0,0.0,0.0,3234.0,0.0,0.0,3159.0,0.0,0.0,0.0,0.0
p0678,I.E. JESUS MARIA VALLE,06,CLL 101 No 83-21,-75.5820951568354,6.30054828350321,verde,1.0,1556.0,3518.0,44.23,16.0,248.0,338.0,0.0,0.0,0.0,1319.0,0.0,0.0,1556.0,0.0,0.0,0.0,0.0
p0679,I.E. JORGE ELIECER GAITAN,06,CALLE 92 # 83-41,-75.5851847365682,6.28997265894836,verde,1.0,1211.0,2512.0,48.21,11.0,200.0,247.0,0.0,0.0,0.0,805.0,0.0,0.0,1211.0,0.0,0.0,0.0,0.0
p0680,I.E. JORGE ROBLEDO,07,CL 65 # 87-74,-75.5974749405571,6.27675611925286,verde,1.0,4221.0,7191.0,58.7,33.0,620.0,538.0,0.0,0.0,0.0,1699.0,0.0,0.0,4221.0,0.0,0.0,0.0,0.0
p0681,I.E. JOSE ANTONIO GALAN,03,KR 44A NO 93-87,-75.5521425524952,6.28504968186149,verde,1.0,3654.0,6854.0,53.31,34.0,524.0,541.0,0.0,0.0,0.0,2013.0,0.0,0.0,3654.0,0.0,0.0,0.0,0.0
p0682,I.E.JOSE CELESTINO MUTIS,08,CALLE 65 No. 45-15,-75.5568615978252,6.25888571928696,verde,1.0,2273.0,4189.0,54.26,16.0,285.0,413.0,0.0,0.0,0.0,1172.0,0.0,0.0,2273.0,0.0,0.0,0.0,0.0
p0683,I.E. JOSE EUSEBIO CARO,04,CR 50 A 93 77,-75.5585851623709,6.28555632503728,verde,1.0,1192.0,2523.0,47.25,10.0,129.0,307.0,0.0,0.0,0.0,866.0,0.0,0.0,1192.0,0.0,0.0,0.0,0.0
p0684,I.E.JOSE MARIA BERNAL,16,KR 70A # 13A-19,-75.5934982727008,6.22030265063591,verde,1.0,5369.0,8008.0,67.05,30.0,637.0,675.0,0.0,0.0,0.0,1260.0,0.0,0.0,5369.0,0.0,0.0,0.0,0.0
p0685,I.E. JOSE MARIA BRAVO MARQUEZ,04,CL 70 # 47A-04,-75.5573440767611,6.2656262512123,verde,1.0,2501.0,4824.0,51.84,22.0,363.0,472.0,0.0,0.0,0.0,1408.0,0.0,0.0,2501.0,0.0,0.0,0.0,0.0
p0686,I.E. JOSE MARIA ESPINOSA PRIETO - CASD,06,CLL 99 No 72-192,-75.5752072857517,6.29681933178432,verde,1.0,845.0,1910.0,44.24,9.0,93.0,248.0,0.0,0.0,0.0,692.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0
p0687,I.E. JUAN DE DIOS CARVAJAL,08,CL 65AA # 36-39,-75.5508542767538,6.25568271878971,verde,1.0,3532.0,5875.0,60.12,26.0,467.0,496.0,0.0,0.0,0.0,1312.0,0.0,0.0,3532.0,0.0,0.0,0.0,0.0
p0688,I.E. JUAN DE LA CRUZ POSADA,08,CL 62 # 39-22,-75.5546442200843,6.25377381594736,verde,1.0,1928.0,3254.0,59.25,14.0,305.0,285.0,0.0,0.0,0.0,685.0,0.0,0.0,1928.0,0.0,0.0,0.0,0.0
p0689,I.E.JUAN MARIA CESPEDES,16,CALLE 32B No. 76A - 48,-75.5968132374163,6.23538752096467,verde,1.0,7575.0,10798.0,70.15,42.0,1163.0,661.0,0.0,0.0,0.0,1322.0,0.0,0.0,7575.0,0.0,0.0,0.0,0.0
p0690,I.E JUAN XXIII,13,CALLE 49 No 96A-11,-75.6104830760072,6.26166754596935,verde,1.0,1707.0,3666.0,46.56,18.0,209.0,389.0,0.0,0.0,0.0,1302.0,0.0,0.0,1707.0,0.0,0.0,0.0,0.0
p0691,I.E. JULIO CESAR GARCIA,05,CL 111A # 65-26,-75.5641480180418,6.30670060077616,verde,1.0,4736.0,7572.0,62.55,30.0,624.0,647.0,0.0,0.0,0.0,1498.0,0.0,0.0,4736.0,0.0,0.0,0.0,0.0
p0692,I.E. KENNEDY,06,CRA 76A No 92-200,-75.581574821758,6.29081850320449,verde,1.0,4096.0,6925.0,59.15,31.0,728.0,470.0,0.0,0.0,0.0,1502.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0
p0693,I.E.LA ESPERANZA,06,CRA 73B No 96-09,-75.5772824523418,6.29293580740473,verde,1.0,1222.0,2546.0,48.0,11.0,158.0,257.0,0.0,0.0,0.0,845.0,0.0,0.0,1222.0,0.0,0.0,0.0,0.0
p0694,I.E.LA INDEPENDENCIA,13,CALLE 39D No. 112 - 81,-75.6247248063216,6.25304005738178,verde,1.0,3943.0,7461.0,52.85,38.0,764.0,587.0,0.0,0.0,0.0,1983.0,0.0,0.0,3943.0,0.0,0.0,0.0,0.0
p0695,I.E. LA MILAGROSA,09,KR 29 # 41-14,-75.5547939681333,6.23523297056735,verde,1.0,6690.0,11216.0,59.65,47.0,915.0,961.0,0.0,0.0,0.0,2514.0,0.0,0.0,6690.0,0.0,0.0,0.0,0.0
p0696,I.E. LA PIEDAD,12,KR 81 NO 54 71,-75.5966513152959,6.26922882872936,verde,1.0,3225.0,5567.0,57.93,24.0,512.0,453.0,0.0,0.0,0.0,1285.0,0.0,0.0,3225.0,0.0,0.0,0.0,0.0
p0697,I.E. LA SALLE DE CAMPOAMOR,15,CARRERA 65B No. 4 - 49,-75.5875289851241,6.21240316798126,verde,1.0,3570.0,5777.0,61.8,21.0,421.0,654.0,0.0,0.0,0.0,1066.0,0.0,0.0,3570.0,0.0,0.0,0.0,0.0
p0698,I.E. LUCRECIO JARAMILLO VELEZ,11,KR 79 # 38-59,-75.5995303187069,6.24625779767075,verde,1.0,7601.0,10266.0,74.04,39.0,1200.0,540.0,0.0,0.0,0.0,848.0,0.0,0.0,7601.0,0.0,0.0,0.0,0.0
p0699,I.E. LUIS CARLOS GALAN SARMIENTO,08,CRA 24B No 57EE-45,-75.5467260424952,6.25028624480438,amarillo,2.0,1187.0,3217.0,36.9,17.0,152.0,260.0,0.0,0.0,0.0,1542.0,0.0,0.0,1187.0,0.0,0.0,0.0,0.0
p0700,I.E.MAESTRO FERNANDO BOTERO,06,CL 104 # 72A-80,-75.5720213589944,6.30148996475826,verde,1.0,3721.0,6432.0,57.85,28.0,551.0,565.0,0.0,0.0,0.0,1454.0,0.0,0.0,3721.0,0.0,0.0,0.0,0.0
p0701,I.E. MANUEL J. BETANCUR,80,CRA 81 No 43 SUR - 38,-75.6574450672137,6.18357371538755,verde,1.0,4504.0,8704.0,51.75,40.0,533.0,780.0,0.0,0.0,0.0,2705.0,0.0,0.0,4504.0,0.0,0.0,0.0,0.0
